TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
San Sebastián de La Gomera,2020,Otros ingresos,9.1,municipio
Agüimes,2018,Otros ingresos,9.1,municipio
San Juan de la Rambla,2015,Otros ingresos,9.1,municipio
La Aldea de San Nicolás,2021,Otros ingresos,9.1,municipio
Gáldar,2021,Otros ingresos,9.2,municipio
Arico,2017,Otros ingresos,9.2,municipio
Los Silos,2015,Otros ingresos,9.2,municipio
La Matanza de Acentejo,2015,Otros ingresos,9.2,municipio
La Matanza de Acentejo,2016,Otros ingresos,9.2,municipio
Gáldar,2020,Otros ingresos,9.2,municipio
Yaiza,2015,Pensiones,9.2,municipio
La Aldea de San Nicolás,2020,Prestaciones por desempleo,9.2,municipio
La Victoria de Acentejo,2020,Prestaciones por desempleo,9.2,municipio
Arucas,2019,Otros ingresos,9.2,municipio
Alajeró,2016,Otros ingresos,9.2,municipio
Güímar,2023,Otros ingresos,9.3,municipio
Santa María de Guía de Gran Canaria,2015,Otros ingresos,9.3,municipio
Agaete,2017,Otros ingresos,9.3,municipio
Telde,2017,Otros ingresos,9.3,municipio
Telde,2021,Otros ingresos,9.3,municipio
Arucas,2018,Otros ingresos,9.3,municipio
San Juan de la Rambla,2016,Otros ingresos,9.3,municipio
San Juan de la Rambla,2020,Otros ingresos,9.3,municipio
Pájara,2023,Pensiones,9.3,municipio
Arucas,2021,Otros ingresos,9.3,municipio
Pájara,2022,Pensiones,9.4,municipio
Agüimes,2021,Otros ingresos,9.4,municipio
Firgas,2023,Otros ingresos,9.4,municipio
Santa María de Guía de Gran Canaria,2017,Otros ingresos,9.4,municipio
Arafo,2015,Otros ingresos,9.5,municipio
San Juan de la Rambla,2019,Otros ingresos,9.5,municipio
Arico,2020,Prestaciones por desempleo,9.5,municipio
Arico,2018,Otros ingresos,9.5,municipio
Arico,2019,Otros ingresos,9.5,municipio
Fasnia,2017,Otros ingresos,9.5,municipio
Fasnia,2016,Otros ingresos,9.5,municipio
Agaete,2018,Otros ingresos,9.5,municipio
Teguise,2020,Prestaciones por desempleo,9.5,municipio
Santa Lucía de Tirajana,2015,Otros ingresos,9.5,municipio
Arucas,2023,Otros ingresos,9.5,municipio
San Juan de la Rambla,2020,Prestaciones por desempleo,9.5,municipio
San Juan de la Rambla,2017,Otros ingresos,9.5,municipio
La Aldea de San Nicolás,2017,Otros ingresos,9.5,municipio
Los Silos,2020,Otros ingresos,9.5,municipio
Los Silos,2016,Otros ingresos,9.5,municipio
Santa María de Guía de Gran Canaria,2019,Otros ingresos,9.6,municipio
San Juan de la Rambla,2021,Otros ingresos,9.6,municipio
Gáldar,2017,Otros ingresos,9.6,municipio
Valleseco,2020,Otros ingresos,9.6,municipio
Gáldar,2023,Otros ingresos,9.6,municipio
Valverde,2015,Otros ingresos,9.6,municipio
Arrecife,2020,Otros ingresos,9.6,municipio
Candelaria,2015,Otros ingresos,9.6,municipio
Telde,2019,Otros ingresos,9.6,municipio
Gáldar,2022,Otros ingresos,9.6,municipio
San Cristóbal de La Laguna,2020,Otros ingresos,9.7,municipio
San Cristóbal de La Laguna,2015,Otros ingresos,9.7,municipio
Tuineje,2020,Otros ingresos,9.7,municipio
Santa Lucía de Tirajana,2016,Otros ingresos,9.7,municipio
Lanzarote,2021,Prestaciones por desempleo,9.7,isla
Los Realejos,2017,Otros ingresos,9.7,municipio
Fasnia,2021,Otros ingresos,9.7,municipio
Arafo,2020,Otros ingresos,9.7,municipio
Arucas,2022,Otros ingresos,9.7,municipio
Fasnia,2020,Otros ingresos,9.7,municipio
La Oliva,2018,Pensiones,9.8,municipio
Yaiza,2023,Pensiones,9.8,municipio
Gáldar,2015,Otros ingresos,9.8,municipio
Santa Lucía de Tirajana,2017,Otros ingresos,9.8,municipio
San Juan de la Rambla,2018,Otros ingresos,9.8,municipio
Fasnia,2018,Otros ingresos,9.8,municipio
Telde,2018,Otros ingresos,9.8,municipio
Icod de los Vinos,2020,Otros ingresos,9.8,municipio
Puerto del Rosario,2020,Otros ingresos,9.8,municipio
Arico,2021,Otros ingresos,9.8,municipio
Santa María de Guía de Gran Canaria,2021,Otros ingresos,9.8,municipio
Telde,2022,Otros ingresos,9.9,municipio
Santa Lucía de Tirajana,2018,Otros ingresos,9.9,municipio
La Victoria de Acentejo,2017,Otros ingresos,9.9,municipio
Antigua,2021,Prestaciones por desempleo,9.9,municipio
Adeje,2018,Pensiones,9.9,municipio
La Aldea de San Nicolás,2018,Otros ingresos,9.9,municipio
La Victoria de Acentejo,2016,Otros ingresos,9.9,municipio
La Guancha,2022,Otros ingresos,9.9,municipio
El Tanque,2019,Otros ingresos,9.9,municipio
Arico,2022,Otros ingresos,9.9,municipio
La Guancha,2023,Otros ingresos,9.9,municipio
Candelaria,2016,Otros ingresos,9.9,municipio
Alajeró,2021,Otros ingresos,9.9,municipio
Agüimes,2022,Otros ingresos,9.9,municipio
Santa Lucía de Tirajana,2023,Otros ingresos,9.9,municipio
Arafo,2018,Otros ingresos,10.0,municipio
Santa María de Guía de Gran Canaria,2018,Otros ingresos,10.0,municipio
Gáldar,2016,Otros ingresos,10.0,municipio
San Cristóbal de La Laguna,2016,Otros ingresos,10.0,municipio
Arrecife,2016,Otros ingresos,10.0,municipio
Garachico,2020,Otros ingresos,10.0,municipio
Yaiza,2022,Pensiones,10.0,municipio
Santa María de Guía de Gran Canaria,2023,Otros ingresos,10.0,municipio
Santa Lucía de Tirajana,2019,Otros ingresos,10.0,municipio
Breña Baja,2020,Otros ingresos,10.0,municipio
Buenavista del Norte,2020,Prestaciones por desempleo,10.0,municipio
Granadilla de Abona,2020,Otros ingresos,10.0,municipio
Fuerteventura,2021,Prestaciones por desempleo,10.0,isla
Los Realejos,2019,Otros ingresos,10.0,municipio
Santa Lucía de Tirajana,2021,Otros ingresos,10.0,municipio
