TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
Puerto del Rosario,2022,Otros ingresos,11.4,municipio
Puerto del Rosario,2019,Otros ingresos,11.4,municipio
Santa Cruz de Tenerife,2020,Otros ingresos,11.4,municipio
Garachico,2021,Otros ingresos,11.5,municipio
Puerto del Rosario,2017,Pensiones,11.5,municipio
El Sauzal,2016,Otros ingresos,11.5,municipio
La Aldea de San Nicolás,2023,Otros ingresos,11.5,municipio
Pájara,2021,Otros ingresos,11.5,municipio
Los Realejos,2023,Otros ingresos,11.5,municipio
Antigua,2016,Pensiones,11.5,municipio
Santa Cruz de La Palma,2019,Otros ingresos,11.5,municipio
San Bartolomé,2015,Pensiones,11.5,municipio
Garachico,2017,Otros ingresos,11.5,municipio
Hermigua,2016,Otros ingresos,11.5,municipio
Hermigua,2017,Otros ingresos,11.5,municipio
Valleseco,2018,Otros ingresos,11.5,municipio
Valleseco,2023,Otros ingresos,11.5,municipio
San Bartolomé,2020,Prestaciones por desempleo,11.5,municipio
Alajeró,2020,Prestaciones por desempleo,11.5,municipio
Breña Alta,2016,Otros ingresos,11.6,municipio
Garachico,2015,Otros ingresos,11.6,municipio
Puerto del Rosario,2018,Otros ingresos,11.6,municipio
El Sauzal,2021,Otros ingresos,11.6,municipio
El Hierro,2020,Otros ingresos,11.6,isla
Guía de Isora,2021,Prestaciones por desempleo,11.6,municipio
Valleseco,2016,Otros ingresos,11.6,municipio
Tegueste,2021,Otros ingresos,11.6,municipio
Candelaria,2018,Otros ingresos,11.6,municipio
Puerto del Rosario,2023,Otros ingresos,11.7,municipio
Adeje,2022,Pensiones,11.7,municipio
Tinajo,2018,Pensiones,11.7,municipio
Arona,2020,Otros ingresos,11.7,municipio
Valsequillo de Gran Canaria,2019,Otros ingresos,11.7,municipio
Puerto del Rosario,2016,Pensiones,11.7,municipio
Puerto del Rosario,2015,Pensiones,11.7,municipio
Agulo,2017,Otros ingresos,11.7,municipio
Icod de los Vinos,2017,Otros ingresos,11.7,municipio
Icod de los Vinos,2016,Otros ingresos,11.7,municipio
Candelaria,2022,Otros ingresos,11.7,municipio
Tías,2019,Pensiones,11.7,municipio
Villa de Mazo,2018,Otros ingresos,11.8,municipio
Agulo,2016,Otros ingresos,11.8,municipio
Vallehermoso,2020,Otros ingresos,11.8,municipio
Valsequillo de Gran Canaria,2018,Otros ingresos,11.8,municipio
Valsequillo de Gran Canaria,2021,Otros ingresos,11.8,municipio
El Sauzal,2017,Otros ingresos,11.8,municipio
San Miguel de Abona,2016,Pensiones,11.8,municipio
El Sauzal,2015,Otros ingresos,11.8,municipio
Moya,2016,Otros ingresos,11.8,municipio
Valsequillo de Gran Canaria,2015,Otros ingresos,11.8,municipio
Tuineje,2017,Pensiones,11.8,municipio
Vega de San Mateo,2021,Otros ingresos,11.8,municipio
Guía de Isora,2019,Otros ingresos,11.8,municipio
El Sauzal,2018,Otros ingresos,11.9,municipio
Tacoronte,2017,Otros ingresos,11.9,municipio
Tinajo,2020,Prestaciones por desempleo,11.9,municipio
Santa Cruz de La Palma,2018,Otros ingresos,11.9,municipio
Frontera,2016,Otros ingresos,11.9,municipio
Fuerteventura,2022,Pensiones,11.9,isla
Breña Baja,2019,Otros ingresos,11.9,municipio
Fuerteventura,2015,Otros ingresos,11.9,isla
Hermigua,2020,Otros ingresos,11.9,municipio
Tías,2017,Pensiones,11.9,municipio
Fuerteventura,2023,Pensiones,11.9,isla
La Matanza de Acentejo,2019,Otros ingresos,11.9,municipio
Lanzarote,2018,Pensiones,11.9,isla
Icod de los Vinos,2019,Otros ingresos,11.9,municipio
Granadilla de Abona,2019,Pensiones,11.9,municipio
Pájara,2022,Otros ingresos,11.9,municipio
Los Silos,2021,Otros ingresos,11.9,municipio
Garachico,2019,Otros ingresos,11.9,municipio
Santa Cruz de La Palma,2023,Otros ingresos,11.9,municipio
Tinajo,2019,Pensiones,11.9,municipio
Breña Alta,2018,Otros ingresos,11.9,municipio
La Oliva,2021,Pensiones,11.9,municipio
Tuineje,2018,Pensiones,11.9,municipio
Puerto del Rosario,2023,Pensiones,12.0,municipio
Puerto del Rosario,2022,Pensiones,12.0,municipio
Tegueste,2016,Otros ingresos,12.0,municipio
Valsequillo de Gran Canaria,2023,Otros ingresos,12.0,municipio
Valsequillo de Gran Canaria,2022,Otros ingresos,12.0,municipio
Teror,2021,Otros ingresos,12.0,municipio
San Miguel de Abona,2015,Pensiones,12.0,municipio
La Gomera,2015,Otros ingresos,12.0,isla
Tuineje,2022,Otros ingresos,12.0,municipio
Tuineje,2023,Otros ingresos,12.0,municipio
Villa de Mazo,2021,Otros ingresos,12.0,municipio
Lanzarote,2020,Otros ingresos,12.0,isla
El Hierro,2017,Otros ingresos,12.0,isla
Granadilla de Abona,2018,Pensiones,12.0,municipio
Icod de los Vinos,2018,Otros ingresos,12.0,municipio
Tenerife,2015,Otros ingresos,12.0,isla
Tinajo,2017,Pensiones,12.1,municipio
Tegueste,2017,Otros ingresos,12.1,municipio
San Bartolomé,2017,Otros ingresos,12.1,municipio
Buenavista del Norte,2016,Otros ingresos,12.1,municipio
La Oliva,2020,Pensiones,12.1,municipio
Granadilla de Abona,2021,Otros ingresos,12.1,municipio
Santa Cruz de La Palma,2022,Otros ingresos,12.1,municipio
Fuerteventura,2016,Otros ingresos,12.1,isla
Icod de los Vinos,2023,Otros ingresos,12.1,municipio
Breña Baja,2018,Otros ingresos,12.1,municipio
Hermigua,2019,Otros ingresos,12.1,municipio
Tuineje,2016,Pensiones,12.1,municipio
La Gomera,2017,Otros ingresos,12.1,isla
Lanzarote,2019,Pensiones,12.1,isla
Valleseco,2015,Otros ingresos,12.1,municipio
Santa Cruz de Tenerife,2015,Otros ingresos,12.1,municipio
Valle Gran Rey,2020,Prestaciones por desempleo,12.1,municipio
Tuineje,2021,Otros ingresos,12.1,municipio
Guía de Isora,2016,Otros ingresos,12.1,municipio
Tinajo,2023,Pensiones,12.1,municipio
Icod de los Vinos,2022,Otros ingresos,12.1,municipio
Tinajo,2022,Pensiones,12.1,municipio
El Pinar de El Hierro,2015,Otros ingresos,12.2,municipio
Antigua,2015,Pensiones,12.2,municipio
Teror,2022,Otros ingresos,12.2,municipio
Buenavista del Norte,2017,Otros ingresos,12.2,municipio
Puerto del Rosario,2021,Pensiones,12.2,municipio
Los Silos,2022,Otros ingresos,12.2,municipio
Vega de San Mateo,2023,Otros ingresos,12.2,municipio
La Gomera,2016,Otros ingresos,12.2,isla
Fuerteventura,2017,Otros ingresos,12.2,isla
Antigua,2019,Pensiones,12.2,municipio
Frontera,2015,Otros ingresos,12.2,municipio
Fuerteventura,2021,Pensiones,12.3,isla
Haría,2020,Otros ingresos,12.3,municipio
Lanzarote,2017,Pensiones,12.3,isla
Garafía,2015,Otros ingresos,12.3,municipio
Breña Baja,2022,Otros ingresos,12.3,municipio
Tenerife,2016,Otros ingresos,12.3,isla
Tegueste,2015,Otros ingresos,12.3,municipio
Tuineje,2019,Pensiones,12.3,municipio
Moya,2015,Otros ingresos,12.3,municipio
Tinajo,2016,Pensiones,12.3,municipio
Vega de San Mateo,2017,Otros ingresos,12.3,municipio
Teror,2023,Otros ingresos,12.3,municipio
Tacoronte,2022,Otros ingresos,12.3,municipio
Tazacorte,2020,Otros ingresos,12.3,municipio
Santiago del Teide,2021,Prestaciones por desempleo,12.3,municipio
Canarias,2015,Otros ingresos,12.3,isla
Buenavista del Norte,2019,Otros ingresos,12.3,municipio
Buenavista del Norte,2015,Otros ingresos,12.3,municipio
Breña Alta,2021,Otros ingresos,12.3,municipio
San Miguel de Abona,2020,Otros ingresos,12.3,municipio
Granadilla de Abona,2017,Pensiones,12.3,municipio
Granadilla de Abona,2023,Pensiones,12.3,municipio
Adeje,2021,Pensiones,12.4,municipio
El Pinar de El Hierro,2016,Otros ingresos,12.4,municipio
El Hierro,2021,Otros ingresos,12.4,isla
Garafía,2021,Otros ingresos,12.4,municipio
Gran Canaria,2015,Otros ingresos,12.4,isla
El Hierro,2022,Otros ingresos,12.4,isla
Vega de San Mateo,2022,Otros ingresos,12.4,municipio
El Rosario,2015,Otros ingresos,12.4,municipio
Moya,2021,Otros ingresos,12.4,municipio
Granadilla de Abona,2022,Otros ingresos,12.4,municipio
Antigua,2015,Otros ingresos,12.4,municipio
Tacoronte,2018,Otros ingresos,12.4,municipio
Santa Cruz de Tenerife,2016,Otros ingresos,12.4,municipio
Villa de Mazo,2023,Otros ingresos,12.4,municipio
Guía de Isora,2017,Otros ingresos,12.4,municipio
Guía de Isora,2015,Otros ingresos,12.4,municipio
Santa Lucía de Tirajana,2018,Pensiones,12.4,municipio
Teguise,2020,Pensiones,12.4,municipio
Breña Alta,2019,Otros ingresos,12.4,municipio
Garachico,2018,Otros ingresos,12.4,municipio
Teror,2016,Otros ingresos,12.5,municipio
Puerto del Rosario,2020,Pensiones,12.5,municipio
Las Palmas,2015,Otros ingresos,12.5,provincia
Candelaria,2023,Otros ingresos,12.5,municipio
Fuerteventura,2020,Pensiones,12.5,isla
Gran Canaria,2021,Otros ingresos,12.5,isla
Gran Canaria,2016,Otros ingresos,12.5,isla
El Sauzal,2019,Otros ingresos,12.5,municipio
Antigua,2016,Otros ingresos,12.5,municipio
San Bartolomé,2022,Pensiones,12.5,municipio
Tías,2015,Pensiones,12.5,municipio
Breña Baja,2017,Otros ingresos,12.5,municipio
Canarias,2016,Otros ingresos,12.5,isla
San Bartolomé,2020,Pensiones,12.5,municipio
San Bartolomé,2023,Pensiones,12.5,municipio
Vallehermoso,2015,Otros ingresos,12.5,municipio
La Orotava,2015,Otros ingresos,12.5,municipio
Teror,2015,Otros ingresos,12.5,municipio
San Bartolomé,2021,Pensiones,12.6,municipio
El Rosario,2016,Otros ingresos,12.6,municipio
San Miguel de Abona,2023,Pensiones,12.6,municipio
Breña Alta,2017,Otros ingresos,12.6,municipio
Santa Lucía de Tirajana,2017,Pensiones,12.6,municipio
Las Palmas,2016,Otros ingresos,12.6,provincia
Hermigua,2021,Otros ingresos,12.6,municipio
Tenerife,2017,Otros ingresos,12.6,isla
Tegueste,2022,Otros ingresos,12.6,municipio
Villa de Mazo,2022,Otros ingresos,12.6,municipio
Vega de San Mateo,2018,Otros ingresos,12.6,municipio
Vallehermoso,2019,Otros ingresos,12.6,municipio
Vallehermoso,2021,Otros ingresos,12.6,municipio
Moya,2019,Otros ingresos,12.6,municipio
Frontera,2020,Otros ingresos,12.6,municipio
Las Palmas de Gran Canaria,2020,Otros ingresos,12.6,municipio
El Pinar de El Hierro,2020,Otros ingresos,12.7,municipio
Tinajo,2021,Pensiones,12.7,municipio
Breña Alta,2020,Otros ingresos,12.7,municipio
Granadilla de Abona,2016,Pensiones,12.7,municipio
Granadilla de Abona,2023,Otros ingresos,12.7,municipio
La Orotava,2016,Otros ingresos,12.7,municipio
Guía de Isora,2018,Otros ingresos,12.7,municipio
Santa Lucía de Tirajana,2019,Pensiones,12.7,municipio
Tías,2016,Pensiones,12.7,municipio
La Gomera,2018,Otros ingresos,12.7,isla
Vega de San Mateo,2019,Otros ingresos,12.7,municipio
La Gomera,2019,Otros ingresos,12.7,isla
Vallehermoso,2018,Otros ingresos,12.7,municipio
Lanzarote,2016,Pensiones,12.7,isla
Hermigua,2018,Otros ingresos,12.7,municipio
Lanzarote,2023,Pensiones,12.8,isla
Adeje,2021,Prestaciones por desempleo,12.8,municipio
El Pinar de El Hierro,2022,Otros ingresos,12.8,municipio
Adeje,2020,Pensiones,12.8,municipio
Tenerife,2021,Otros ingresos,12.8,isla
Fuerteventura,2019,Otros ingresos,12.8,isla
Antigua,2017,Otros ingresos,12.8,municipio
Tegueste,2023,Otros ingresos,12.8,municipio
Antigua,2019,Otros ingresos,12.8,municipio
La Orotava,2017,Otros ingresos,12.8,municipio
Granadilla de Abona,2022,Pensiones,12.8,municipio
San Bartolomé,2018,Otros ingresos,12.8,municipio
El Rosario,2020,Otros ingresos,12.8,municipio
Tías,2023,Pensiones,12.8,municipio
San Miguel de Abona,2022,Pensiones,12.8,municipio
Breña Alta,2022,Otros ingresos,12.8,municipio
Santa Cruz de Tenerife,2017,Otros ingresos,12.8,municipio
Guía de Isora,2023,Otros ingresos,12.8,municipio
Mogán,2020,Otros ingresos,12.8,municipio
Vega de San Mateo,2016,Otros ingresos,12.8,municipio
Teror,2019,Otros ingresos,12.8,municipio
Canarias,2017,Otros ingresos,12.9,isla
Buenavista del Norte,2018,Otros ingresos,12.9,municipio
Canarias,2021,Otros ingresos,12.9,isla
Tacoronte,2019,Otros ingresos,12.9,municipio
Santa Lucía de Tirajana,2016,Pensiones,12.9,municipio
Tinajo,2020,Otros ingresos,12.9,municipio
Arona,2018,Pensiones,12.9,municipio
La Orotava,2019,Otros ingresos,12.9,municipio
Tinajo,2015,Pensiones,12.9,municipio
Tacoronte,2021,Otros ingresos,12.9,municipio
Tazacorte,2015,Otros ingresos,12.9,municipio
Tegueste,2019,Otros ingresos,12.9,municipio
Las Palmas,2021,Otros ingresos,12.9,provincia
Guía de Isora,2021,Otros ingresos,12.9,municipio
La Orotava,2021,Otros ingresos,13.0,municipio
Tuineje,2015,Pensiones,13.0,municipio
Vega de San Mateo,2015,Otros ingresos,13.0,municipio
Buenavista del Norte,2021,Otros ingresos,13.0,municipio
Granadilla de Abona,2015,Pensiones,13.0,municipio
Tenerife,2018,Otros ingresos,13.0,isla
Las Palmas,2017,Otros ingresos,13.0,provincia
Fuerteventura,2018,Otros ingresos,13.0,isla
El Pinar de El Hierro,2017,Otros ingresos,13.0,municipio
El Hierro,2019,Otros ingresos,13.0,isla
Teror,2017,Otros ingresos,13.0,municipio
Santa Cruz de Tenerife,2021,Otros ingresos,13.0,municipio
Gran Canaria,2017,Otros ingresos,13.0,isla
Lanzarote,2015,Pensiones,13.0,isla
La Gomera,2021,Otros ingresos,13.0,isla
San Miguel de Abona,2020,Pensiones,13.1,municipio
Guía de Isora,2022,Otros ingresos,13.1,municipio
Vallehermoso,2023,Otros ingresos,13.1,municipio
Santa Úrsula,2020,Otros ingresos,13.1,municipio
El Hierro,2018,Otros ingresos,13.1,isla
Lanzarote,2022,Pensiones,13.1,isla
Agulo,2018,Otros ingresos,13.1,municipio
Vallehermoso,2022,Otros ingresos,13.1,municipio
Gran Canaria,2018,Otros ingresos,13.1,isla
Tenerife,2019,Otros ingresos,13.1,isla
Tazacorte,2022,Otros ingresos,13.1,municipio
Vallehermoso,2017,Otros ingresos,13.1,municipio
Arona,2017,Pensiones,13.1,municipio
Tinajo,2015,Otros ingresos,13.1,municipio
Tinajo,2016,Otros ingresos,13.1,municipio
Vallehermoso,2016,Otros ingresos,13.1,municipio
Fuencaliente de La Palma,2022,Otros ingresos,13.1,municipio
Haría,2015,Otros ingresos,13.2,municipio
Arrecife,2019,Pensiones,13.2,municipio
Tías,2022,Pensiones,13.2,municipio
San Miguel de Abona,2021,Otros ingresos,13.2,municipio
Arrecife,2018,Pensiones,13.2,municipio
Gran Canaria,2019,Otros ingresos,13.2,isla
Santiago del Teide,2020,Otros ingresos,13.2,municipio
Tinajo,2020,Pensiones,13.2,municipio
Arona,2019,Pensiones,13.2,municipio
Frontera,2017,Otros ingresos,13.2,municipio
San Bartolomé,2019,Otros ingresos,13.2,municipio
Breña Baja,2023,Otros ingresos,13.3,municipio
Antigua,2018,Otros ingresos,13.3,municipio
Moya,2017,Otros ingresos,13.3,municipio
Canarias,2019,Otros ingresos,13.3,isla
Buenavista del Norte,2023,Otros ingresos,13.3,municipio
Agulo,2019,Otros ingresos,13.3,municipio
Gran Canaria,2022,Otros ingresos,13.3,isla
Lanzarote,2016,Otros ingresos,13.3,isla
Las Palmas,2018,Otros ingresos,13.3,provincia
Canarias,2018,Otros ingresos,13.3,isla
Santa Cruz de Tenerife,2019,Otros ingresos,13.3,municipio
Santa Cruz de Tenerife,2018,Otros ingresos,13.3,municipio
Teror,2018,Otros ingresos,13.4,municipio
Valverde,2023,Otros ingresos,13.4,municipio
Tejeda,2018,Otros ingresos,13.4,municipio
Fuerteventura,2021,Otros ingresos,13.4,isla
Tejeda,2020,Otros ingresos,13.4,municipio
La Gomera,2022,Otros ingresos,13.4,isla
Haría,2016,Otros ingresos,13.4,municipio
San Bartolomé,2021,Otros ingresos,13.4,municipio
Las Palmas,2019,Otros ingresos,13.4,provincia
Lanzarote,2015,Otros ingresos,13.4,isla
Hermigua,2022,Otros ingresos,13.4,municipio
El Sauzal,2022,Otros ingresos,13.4,municipio
Las Palmas de Gran Canaria,2015,Otros ingresos,13.4,municipio
Tacoronte,2023,Otros ingresos,13.4,municipio
Tuineje,2023,Pensiones,13.4,municipio
Tuineje,2022,Pensiones,13.4,municipio
Antigua,2021,Otros ingresos,13.4,municipio
Arona,2021,Prestaciones por desempleo,13.4,municipio
Arona,2016,Pensiones,13.4,municipio
Las Palmas de Gran Canaria,2016,Otros ingresos,13.4,municipio
El Pinar de El Hierro,2021,Otros ingresos,13.4,municipio
La Orotava,2022,Otros ingresos,13.5,municipio
Granadilla de Abona,2021,Pensiones,13.5,municipio
La Orotava,2018,Otros ingresos,13.5,municipio
Puntallana,2020,Otros ingresos,13.5,municipio
Tejeda,2017,Otros ingresos,13.5,municipio
Moya,2018,Otros ingresos,13.5,municipio
San Miguel de Abona,2021,Pensiones,13.5,municipio
Santa Lucía de Tirajana,2023,Pensiones,13.5,municipio
Santa Lucía de Tirajana,2022,Pensiones,13.5,municipio
Garafía,2022,Otros ingresos,13.5,municipio
Hermigua,2023,Otros ingresos,13.5,municipio
La Orotava,2023,Otros ingresos,13.5,municipio
Santa Lucía de Tirajana,2015,Pensiones,13.5,municipio
Garafía,2016,Otros ingresos,13.6,municipio
Gran Canaria,2023,Otros ingresos,13.6,isla
Puntallana,2017,Otros ingresos,13.6,municipio
Lanzarote,2021,Pensiones,13.6,isla
Puntallana,2019,Otros ingresos,13.6,municipio
La Palma,2015,Otros ingresos,13.6,isla
Tazacorte,2016,Otros ingresos,13.6,municipio
Garafía,2017,Otros ingresos,13.6,municipio
Santa Cruz de Tenerife,2022,Otros ingresos,13.6,municipio
Moya,2022,Otros ingresos,13.6,municipio
Granadilla de Abona,2020,Pensiones,13.6,municipio
Tenerife,2022,Otros ingresos,13.6,isla
Teguise,2020,Otros ingresos,13.6,municipio
La Gomera,2023,Otros ingresos,13.6,isla
Canarias,2022,Otros ingresos,13.7,isla
Tías,2021,Pensiones,13.7,municipio
Puntallana,2016,Otros ingresos,13.7,municipio
Las Palmas,2022,Otros ingresos,13.7,provincia
Tejeda,2015,Otros ingresos,13.7,municipio
Tegueste,2018,Otros ingresos,13.7,municipio
Arona,2015,Pensiones,13.7,municipio
Las Palmas de Gran Canaria,2021,Otros ingresos,13.7,municipio
El Rosario,2015,Pensiones,13.7,municipio
Puntallana,2021,Otros ingresos,13.7,municipio
Santa Úrsula,2015,Otros ingresos,13.7,municipio
Lanzarote,2020,Prestaciones por desempleo,13.7,isla
Yaiza,2020,Otros ingresos,13.7,municipio
Arrecife,2017,Pensiones,13.7,municipio
El Pinar de El Hierro,2023,Otros ingresos,13.8,municipio
San Miguel de Abona,2017,Otros ingresos,13.8,municipio
San Miguel de Abona,2019,Otros ingresos,13.8,municipio
Tuineje,2021,Pensiones,13.8,municipio
El Rosario,2018,Otros ingresos,13.8,municipio
Tenerife,2023,Otros ingresos,13.8,isla
San Miguel de Abona,2015,Otros ingresos,13.8,municipio
El Rosario,2017,Pensiones,13.8,municipio
Lanzarote,2020,Pensiones,13.8,isla
San Bartolomé,2022,Otros ingresos,13.8,municipio
Puntallana,2015,Otros ingresos,13.8,municipio
Garachico,2022,Otros ingresos,13.9,municipio
Arrecife,2023,Pensiones,13.9,municipio
Santa Úrsula,2016,Otros ingresos,13.9,municipio
Haría,2021,Otros ingresos,13.9,municipio
El Rosario,2017,Otros ingresos,13.9,municipio
Tías,2020,Pensiones,14.0,municipio
San Bartolomé de Tirajana,2020,Otros ingresos,14.0,municipio
Fuencaliente de La Palma,2023,Otros ingresos,14.0,municipio
Canarias,2023,Otros ingresos,14.0,isla
Lanzarote,2017,Otros ingresos,14.0,isla
El Tanque,2020,Prestaciones por desempleo,14.0,municipio
Santa Lucía de Tirajana,2021,Pensiones,14.0,municipio
Las Palmas,2023,Otros ingresos,14.0,provincia
Arona,2015,Otros ingresos,14.0,municipio
Tuineje,2020,Pensiones,14.0,municipio
Puerto de la Cruz,2020,Otros ingresos,14.0,municipio
Antigua,2022,Pensiones,14.0,municipio
Santa Cruz de Tenerife,2023,Otros ingresos,14.0,municipio
El Rosario,2018,Pensiones,14.1,municipio
El Pinar de El Hierro,2018,Otros ingresos,14.1,municipio
El Rosario,2016,Pensiones,14.1,municipio
Breña Alta,2023,Otros ingresos,14.1,municipio
Las Palmas de Gran Canaria,2017,Otros ingresos,14.1,municipio
Tinajo,2017,Otros ingresos,14.1,municipio
El Sauzal,2023,Otros ingresos,14.1,municipio
Santa Lucía de Tirajana,2020,Pensiones,14.1,municipio
Tejeda,2022,Otros ingresos,14.1,municipio
Las Palmas de Gran Canaria,2018,Otros ingresos,14.2,municipio
El Rosario,2019,Pensiones,14.2,municipio
Haría,2017,Otros ingresos,14.2,municipio
Fuencaliente de La Palma,2021,Otros ingresos,14.2,municipio
Tejeda,2016,Otros ingresos,14.2,municipio
Fuerteventura,2022,Otros ingresos,14.2,isla
Mogán,2017,Pensiones,14.2,municipio
Mogán,2016,Pensiones,14.2,municipio
Puntallana,2022,Otros ingresos,14.3,municipio
Vilaflor de Chasna,2023,Otros ingresos,14.3,municipio
Agulo,2021,Otros ingresos,14.3,municipio
Tazacorte,2021,Otros ingresos,14.3,municipio
La Palma,2020,Otros ingresos,14.3,isla
La Palma,2016,Otros ingresos,14.3,isla
Fuerteventura,2023,Otros ingresos,14.3,isla
El Hierro,2023,Otros ingresos,14.3,isla
Teguise,2016,Otros ingresos,14.4,municipio
Teguise,2015,Otros ingresos,14.4,municipio
El Rosario,2021,Otros ingresos,14.4,municipio
San Bartolomé,2023,Otros ingresos,14.4,municipio
Arrecife,2022,Pensiones,14.4,municipio
Santiago del Teide,2018,Pensiones,14.4,municipio
Arrecife,2016,Pensiones,14.4,municipio
San Miguel de Abona,2016,Otros ingresos,14.4,municipio
Betancuria,2017,Otros ingresos,14.4,municipio
Agüimes,2018,Pensiones,14.5,municipio
Puntallana,2023,Otros ingresos,14.5,municipio
Antigua,2023,Pensiones,14.5,municipio
Arrecife,2020,Prestaciones por desempleo,14.5,municipio
Garafía,2019,Otros ingresos,14.5,municipio
Vilaflor de Chasna,2017,Otros ingresos,14.5,municipio
Frontera,2022,Otros ingresos,14.5,municipio
La Palma,2022,Otros ingresos,14.5,isla
Antigua,2020,Pensiones,14.5,municipio
Mogán,2015,Pensiones,14.5,municipio
Las Palmas de Gran Canaria,2022,Otros ingresos,14.5,municipio
Las Palmas de Gran Canaria,2019,Otros ingresos,14.5,municipio
Mogán,2018,Pensiones,14.5,municipio
Santiago del Teide,2017,Pensiones,14.5,municipio
Agüimes,2017,Pensiones,14.6,municipio
Tinajo,2021,Otros ingresos,14.6,municipio
Frontera,2021,Otros ingresos,14.6,municipio
San Miguel de Abona,2018,Otros ingresos,14.6,municipio
La Palma,2021,Otros ingresos,14.6,isla
Arona,2017,Otros ingresos,14.6,municipio
El Pinar de El Hierro,2019,Otros ingresos,14.6,municipio
Santa Úrsula,2018,Otros ingresos,14.6,municipio
Agüimes,2016,Pensiones,14.6,municipio
Lanzarote,2021,Otros ingresos,14.6,isla
Lanzarote,2019,Otros ingresos,14.6,isla
Tazacorte,2019,Otros ingresos,14.6,municipio
Santiago del Teide,2019,Pensiones,14.6,municipio
Moya,2023,Otros ingresos,14.7,municipio
Arona,2016,Otros ingresos,14.7,municipio
Lanzarote,2018,Otros ingresos,14.7,isla
Arona,2023,Pensiones,14.7,municipio
Vilaflor de Chasna,2022,Otros ingresos,14.7,municipio
Vilaflor de Chasna,2021,Otros ingresos,14.7,municipio
Agüimes,2019,Pensiones,14.7,municipio
Fuencaliente de La Palma,2020,Otros ingresos,14.7,municipio
Tejeda,2023,Otros ingresos,14.8,municipio
Valsequillo de Gran Canaria,2019,Pensiones,14.8,municipio
Antigua,2021,Pensiones,14.8,municipio
Las Palmas de Gran Canaria,2023,Otros ingresos,14.8,municipio
Mogán,2021,Prestaciones por desempleo,14.8,municipio
Tinajo,2018,Otros ingresos,14.8,municipio
Antigua,2020,Prestaciones por desempleo,14.8,municipio
El Rosario,2019,Otros ingresos,14.8,municipio
San Bartolomé de Tirajana,2017,Pensiones,14.8,municipio
San Bartolomé de Tirajana,2016,Pensiones,14.8,municipio
Santa Úrsula,2021,Otros ingresos,14.9,municipio
Santa Úrsula,2019,Otros ingresos,14.9,municipio
Frontera,2019,Otros ingresos,14.9,municipio
Arona,2018,Otros ingresos,14.9,municipio
Arona,2021,Otros ingresos,14.9,municipio
Puntallana,2018,Otros ingresos,14.9,municipio
Adeje,2020,Otros ingresos,14.9,municipio
Tinajo,2019,Otros ingresos,14.9,municipio
Santiago del Teide,2016,Pensiones,14.9,municipio
Tejeda,2021,Otros ingresos,14.9,municipio
Arrecife,2021,Pensiones,14.9,municipio
Arrecife,2015,Pensiones,14.9,municipio
Mogán,2019,Pensiones,14.9,municipio
San Bartolomé de Tirajana,2020,Prestaciones por desempleo,15.0,municipio
Arrecife,2020,Pensiones,15.0,municipio
Guía de Isora,2018,Pensiones,15.0,municipio
San Bartolomé de Tirajana,2015,Pensiones,15.0,municipio
Yaiza,2021,Prestaciones por desempleo,15.0,municipio
Arona,2022,Pensiones,15.0,municipio
Buenavista del Norte,2022,Otros ingresos,15.0,municipio
Breña Baja,2018,Pensiones,15.1,municipio
El Rosario,2022,Otros ingresos,15.1,municipio
Betancuria,2015,Otros ingresos,15.1,municipio
Barlovento,2016,Otros ingresos,15.1,municipio
Arona,2019,Otros ingresos,15.1,municipio
Fuencaliente de La Palma,2019,Otros ingresos,15.1,municipio
Antigua,2022,Otros ingresos,15.1,municipio
Valsequillo de Gran Canaria,2015,Pensiones,15.1,municipio
San Bartolomé de Tirajana,2018,Pensiones,15.1,municipio
Agüimes,2015,Pensiones,15.1,municipio
Garafía,2018,Otros ingresos,15.2,municipio
Santa Úrsula,2017,Otros ingresos,15.2,municipio
Teguise,2017,Otros ingresos,15.2,municipio
Santa Brígida,2016,Pensiones,15.2,municipio
Valsequillo de Gran Canaria,2018,Pensiones,15.2,municipio
Barlovento,2015,Otros ingresos,15.2,municipio
Tazacorte,2017,Otros ingresos,15.2,municipio
Valsequillo de Gran Canaria,2021,Pensiones,15.3,municipio
Vilaflor de Chasna,2016,Otros ingresos,15.3,municipio
Guía de Isora,2017,Pensiones,15.3,municipio
La Palma,2019,Otros ingresos,15.3,isla
Agüimes,2022,Pensiones,15.3,municipio
Haría,2018,Otros ingresos,15.3,municipio
Agüimes,2023,Pensiones,15.3,municipio
Yaiza,2015,Otros ingresos,15.4,municipio
Breña Baja,2017,Pensiones,15.4,municipio
Haría,2019,Otros ingresos,15.4,municipio
Agulo,2022,Otros ingresos,15.4,municipio
Santiago del Teide,2015,Otros ingresos,15.4,municipio
Guía de Isora,2019,Pensiones,15.4,municipio
Antigua,2023,Otros ingresos,15.4,municipio
El Rosario,2023,Pensiones,15.4,municipio
Valsequillo de Gran Canaria,2016,Pensiones,15.4,municipio
Breña Baja,2022,Pensiones,15.5,municipio
Breña Baja,2016,Pensiones,15.5,municipio
Breña Baja,2023,Pensiones,15.5,municipio
La Palma,2017,Otros ingresos,15.5,isla
Valsequillo de Gran Canaria,2017,Pensiones,15.5,municipio
Arona,2022,Otros ingresos,15.5,municipio
Santiago del Teide,2019,Otros ingresos,15.5,municipio
