año,MEDIDAS_CODE,MEDIDAS#es,TERRITORIO_CODE,distrito,seccion,municipio,OBS_VALUE
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38012_D01_S002,1,2, Fasnia,11915.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38013_D01_S001,1,1, Frontera,10953.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38013_D01_S002,1,2, Frontera,10240.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38014_D01_S001,1,1, Fuencaliente de La Palma,12486.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38014_D01_S002,1,2, Fuencaliente de La Palma,11584.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38015_D01_S001,1,1, Garachico,11749.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38015_D01_S002,1,2, Garachico,14518.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38015_D02_S001,2,1, Garachico,10818.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38015_D02_S002,2,2, Garachico,9141.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38016_D01_S001,1,1, Garafía,8512.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S001,1,1, Granadilla de Abona,11416.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S002,1,2, Granadilla de Abona,11151.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S003,1,3, Granadilla de Abona,9273.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S004,1,4, Granadilla de Abona,9838.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S005,1,5, Granadilla de Abona,10728.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S006,1,6, Granadilla de Abona,10624.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S007,1,7, Granadilla de Abona,12478.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S008,1,8, Granadilla de Abona,9336.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S009,1,9, Granadilla de Abona,11016.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S010,1,10, Granadilla de Abona,11224.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S011,1,11, Granadilla de Abona,8831.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S012,1,12, Granadilla de Abona,10991.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S013,1,13, Granadilla de Abona,9203.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S014,1,14, Granadilla de Abona,13449.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S015,1,15, Granadilla de Abona,8701.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S016,1,16, Granadilla de Abona,11691.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S017,1,17, Granadilla de Abona,10338.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S018,1,18, Granadilla de Abona,14320.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S019,1,19, Granadilla de Abona,9499.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S020,1,20, Granadilla de Abona,9243.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S021,1,21, Granadilla de Abona,10611.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S022,1,22, Granadilla de Abona,10033.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S023,1,23, Granadilla de Abona,8887.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S024,1,24, Granadilla de Abona,8646.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S025,1,25, Granadilla de Abona,8403.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S026,1,26, Granadilla de Abona,9392.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38017_D01_S027,1,27, Granadilla de Abona,15048.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38018_D01_S001,1,1, La Guancha,11386.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38018_D01_S002,1,2, La Guancha,10420.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38018_D01_S003,1,3, La Guancha,10662.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S001,1,1, Guía de Isora,11035.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S002,1,2, Guía de Isora,9696.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S003,1,3, Guía de Isora,10791.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S004,1,4, Guía de Isora,10519.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S005,1,5, Guía de Isora,9773.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S007,1,7, Guía de Isora,9796.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S008,1,8, Guía de Isora,11330.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S009,1,9, Guía de Isora,10498.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S010,1,10, Guía de Isora,10426.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38019_D01_S011,1,11, Guía de Isora,10232.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S001,1,1, Güímar,12614.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S002,1,2, Güímar,11162.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S003,1,3, Güímar,12539.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S004,1,4, Güímar,12000.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S005,1,5, Güímar,10689.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S006,1,6, Güímar,10528.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S007,1,7, Güímar,12826.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S008,1,8, Güímar,10258.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S009,1,9, Güímar,8602.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S010,1,10, Güímar,13511.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S011,1,11, Güímar,12266.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D01_S012,1,12, Güímar,14935.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D02_S001,2,1, Güímar,11601.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D02_S002,2,2, Güímar,11402.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D03_S001,3,1, Güímar,11059.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38020_D03_S002,3,2, Güímar,10957.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38021_D01_S001,1,1, Hermigua,12039.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38021_D02_S001,2,1, Hermigua,12314.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D01_S001,1,1, Icod de los Vinos,12088.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D01_S002,1,2, Icod de los Vinos,11422.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D01_S003,1,3, Icod de los Vinos,12600.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D01_S004,1,4, Icod de los Vinos,11365.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D01_S005,1,5, Icod de los Vinos,10398.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D01_S006,1,6, Icod de los Vinos,11580.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D02_S001,2,1, Icod de los Vinos,8601.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D02_S002,2,2, Icod de los Vinos,9096.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D03_S001,3,1, Icod de los Vinos,9567.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D03_S002,3,2, Icod de los Vinos,9750.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D03_S003,3,3, Icod de los Vinos,8769.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D03_S004,3,4, Icod de los Vinos,9571.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D04_S001,4,1, Icod de los Vinos,9694.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D04_S002,4,2, Icod de los Vinos,10298.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D04_S003,4,3, Icod de los Vinos,9202.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D04_S004,4,4, Icod de los Vinos,10122.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D05_S001,5,1, Icod de los Vinos,9467.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38022_D05_S002,5,2, Icod de los Vinos,9596.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S001,1,1, San Cristóbal de La Laguna,18520.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S002,1,2, San Cristóbal de La Laguna,13408.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S003,1,3, San Cristóbal de La Laguna,14482.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S004,1,4, San Cristóbal de La Laguna,9904.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S005,1,5, San Cristóbal de La Laguna,16270.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S006,1,6, San Cristóbal de La Laguna,14606.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S007,1,7, San Cristóbal de La Laguna,14037.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S008,1,8, San Cristóbal de La Laguna,13451.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S009,1,9, San Cristóbal de La Laguna,13960.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S010,1,10, San Cristóbal de La Laguna,14997.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S011,1,11, San Cristóbal de La Laguna,12599.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S012,1,12, San Cristóbal de La Laguna,12186.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S013,1,13, San Cristóbal de La Laguna,17926.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S014,1,14, San Cristóbal de La Laguna,17334.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S015,1,15, San Cristóbal de La Laguna,22248.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S016,1,16, San Cristóbal de La Laguna,18780.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S017,1,17, San Cristóbal de La Laguna,17327.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S018,1,18, San Cristóbal de La Laguna,11204.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S019,1,19, San Cristóbal de La Laguna,17667.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S020,1,20, San Cristóbal de La Laguna,16948.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S021,1,21, San Cristóbal de La Laguna,15804.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S022,1,22, San Cristóbal de La Laguna,12770.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S023,1,23, San Cristóbal de La Laguna,15974.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S024,1,24, San Cristóbal de La Laguna,10004.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S025,1,25, San Cristóbal de La Laguna,12399.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S026,1,26, San Cristóbal de La Laguna,18762.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S027,1,27, San Cristóbal de La Laguna,12721.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S028,1,28, San Cristóbal de La Laguna,16696.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S029,1,29, San Cristóbal de La Laguna,18178.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S030,1,30, San Cristóbal de La Laguna,21519.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S031,1,31, San Cristóbal de La Laguna,20300.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S032,1,32, San Cristóbal de La Laguna,10352.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D01_S033,1,33, San Cristóbal de La Laguna,15813.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S001,2,1, San Cristóbal de La Laguna,9929.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S002,2,2, San Cristóbal de La Laguna,9707.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S003,2,3, San Cristóbal de La Laguna,13204.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S004,2,4, San Cristóbal de La Laguna,10804.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S005,2,5, San Cristóbal de La Laguna,12085.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S006,2,6, San Cristóbal de La Laguna,13159.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S007,2,7, San Cristóbal de La Laguna,10750.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S008,2,8, San Cristóbal de La Laguna,9322.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S009,2,9, San Cristóbal de La Laguna,10386.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S010,2,10, San Cristóbal de La Laguna,9553.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S011,2,11, San Cristóbal de La Laguna,15170.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S012,2,12, San Cristóbal de La Laguna,13502.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S013,2,13, San Cristóbal de La Laguna,10598.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S014,2,14, San Cristóbal de La Laguna,12814.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S015,2,15, San Cristóbal de La Laguna,10174.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S016,2,16, San Cristóbal de La Laguna,8969.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S017,2,17, San Cristóbal de La Laguna,10931.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S018,2,18, San Cristóbal de La Laguna,9942.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S019,2,19, San Cristóbal de La Laguna,11770.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S020,2,20, San Cristóbal de La Laguna,10304.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S021,2,21, San Cristóbal de La Laguna,16121.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S022,2,22, San Cristóbal de La Laguna,11680.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S023,2,23, San Cristóbal de La Laguna,13055.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D02_S024,2,24, San Cristóbal de La Laguna,10896.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S001,3,1, San Cristóbal de La Laguna,9674.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S002,3,2, San Cristóbal de La Laguna,14180.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S003,3,3, San Cristóbal de La Laguna,14642.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S004,3,4, San Cristóbal de La Laguna,9450.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S005,3,5, San Cristóbal de La Laguna,9680.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S006,3,6, San Cristóbal de La Laguna,17697.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S007,3,7, San Cristóbal de La Laguna,11245.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S008,3,8, San Cristóbal de La Laguna,10133.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S009,3,9, San Cristóbal de La Laguna,9754.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S010,3,10, San Cristóbal de La Laguna,9522.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S011,3,11, San Cristóbal de La Laguna,9659.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S012,3,12, San Cristóbal de La Laguna,9377.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S013,3,13, San Cristóbal de La Laguna,8828.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S014,3,14, San Cristóbal de La Laguna,8989.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S015,3,15, San Cristóbal de La Laguna,8767.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S016,3,16, San Cristóbal de La Laguna,9561.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S017,3,17, San Cristóbal de La Laguna,8989.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S018,3,18, San Cristóbal de La Laguna,9414.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S019,3,19, San Cristóbal de La Laguna,12356.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S020,3,20, San Cristóbal de La Laguna,11046.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S021,3,21, San Cristóbal de La Laguna,11366.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S022,3,22, San Cristóbal de La Laguna,22109.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S023,3,23, San Cristóbal de La Laguna,9293.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S024,3,24, San Cristóbal de La Laguna,9879.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S025,3,25, San Cristóbal de La Laguna,14265.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S026,3,26, San Cristóbal de La Laguna,16493.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S027,3,27, San Cristóbal de La Laguna,12539.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S028,3,28, San Cristóbal de La Laguna,11310.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D03_S029,3,29, San Cristóbal de La Laguna,10412.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S001,4,1, San Cristóbal de La Laguna,11912.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S002,4,2, San Cristóbal de La Laguna,12863.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S003,4,3, San Cristóbal de La Laguna,13282.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S004,4,4, San Cristóbal de La Laguna,14483.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S005,4,5, San Cristóbal de La Laguna,15733.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S006,4,6, San Cristóbal de La Laguna,12077.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S007,4,7, San Cristóbal de La Laguna,14367.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D04_S008,4,8, San Cristóbal de La Laguna,12896.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S001,5,1, San Cristóbal de La Laguna,10743.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S002,5,2, San Cristóbal de La Laguna,10585.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S003,5,3, San Cristóbal de La Laguna,11424.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S004,5,4, San Cristóbal de La Laguna,10932.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S005,5,5, San Cristóbal de La Laguna,12034.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S006,5,6, San Cristóbal de La Laguna,12688.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S007,5,7, San Cristóbal de La Laguna,13128.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S008,5,8, San Cristóbal de La Laguna,10212.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S009,5,9, San Cristóbal de La Laguna,13680.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S010,5,10, San Cristóbal de La Laguna,11685.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S011,5,11, San Cristóbal de La Laguna,11376.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S012,5,12, San Cristóbal de La Laguna,10499.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S013,5,13, San Cristóbal de La Laguna,11214.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S014,5,14, San Cristóbal de La Laguna,11233.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D05_S015,5,15, San Cristóbal de La Laguna,13986.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D06_S001,6,1, San Cristóbal de La Laguna,12444.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D06_S002,6,2, San Cristóbal de La Laguna,17618.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D06_S003,6,3, San Cristóbal de La Laguna,12392.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38023_D06_S004,6,4, San Cristóbal de La Laguna,12097.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S001,1,1, Los Llanos de Aridane,13418.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S002,1,2, Los Llanos de Aridane,11793.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S003,1,3, Los Llanos de Aridane,11140.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S004,1,4, Los Llanos de Aridane,12314.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S005,1,5, Los Llanos de Aridane,13577.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S006,1,6, Los Llanos de Aridane,12285.0
2022,RENTA_NETA_MEDIA_PERSONA,Renta neta media por persona,20230101_38024_D01_S007,1,7, Los Llanos de Aridane,10509.0
