TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
Santa Úrsula,2018,Índice de Gini,35.2,municipio
San Cristóbal de La Laguna,2017,Índice de Gini,35.2,municipio
El Rosario,2016,Índice de Gini,35.2,municipio
Frontera,2015,Índice de Gini,35.2,municipio
Valverde,2017,Índice de Gini,35.3,municipio
El Hierro,2015,Índice de Gini,35.3,isla
Antigua,2022,Índice de Gini,35.4,municipio
La Oliva,2018,Índice de Gini,35.4,municipio
El Paso,2015,Índice de Gini,35.4,municipio
Tías,2020,Índice de Gini,35.4,municipio
Tijarafe,2018,Índice de Gini,35.4,municipio
Santa Cruz de La Palma,2015,Índice de Gini,35.4,municipio
Valverde,2018,Índice de Gini,35.4,municipio
Santa Brígida,2023,Índice de Gini,35.4,municipio
El Hierro,2017,Índice de Gini,35.4,isla
San Miguel de Abona,2015,Índice de Gini,35.5,municipio
Garafía,2017,Índice de Gini,35.5,municipio
Valle Gran Rey,2017,Índice de Gini,35.6,municipio
Valle Gran Rey,2018,Índice de Gini,35.6,municipio
Adeje,2018,Índice de Gini,35.6,municipio
Puerto de la Cruz,2019,Índice de Gini,35.6,municipio
La Oliva,2017,Índice de Gini,35.6,municipio
Las Palmas,2015,Índice de Gini,35.6,provincia
La Palma,2015,Índice de Gini,35.6,isla
El Paso,2016,Índice de Gini,35.7,municipio
Gran Canaria,2016,Índice de Gini,35.7,isla
Garafía,2019,Índice de Gini,35.7,municipio
Puntagorda,2015,Índice de Gini,35.7,municipio
Santa Brígida,2022,Índice de Gini,35.7,municipio
Canarias,2016,Índice de Gini,35.8,isla
Las Palmas de Gran Canaria,2020,Índice de Gini,35.8,municipio
Adeje,2020,Índice de Gini,35.8,municipio
Puntagorda,2021,Índice de Gini,35.8,municipio
Tijarafe,2015,Índice de Gini,35.9,municipio
Valverde,2016,Índice de Gini,35.9,municipio
Tías,2021,Índice de Gini,35.9,municipio
Puerto de la Cruz,2020,Índice de Gini,35.9,municipio
El Rosario,2015,Índice de Gini,35.9,municipio
Adeje,2021,Índice de Gini,35.9,municipio
Las Palmas de Gran Canaria,2019,Índice de Gini,35.9,municipio
El Sauzal,2016,Índice de Gini,36.0,municipio
Adeje,2017,Índice de Gini,36.0,municipio
Santa Úrsula,2017,Índice de Gini,36.1,municipio
Gran Canaria,2015,Índice de Gini,36.1,isla
Garafía,2022,Índice de Gini,36.1,municipio
La Oliva,2021,Índice de Gini,36.1,municipio
La Oliva,2020,Índice de Gini,36.1,municipio
El Pinar de El Hierro,2016,Índice de Gini,36.1,municipio
Valle Gran Rey,2021,Índice de Gini,36.1,municipio
Canarias,2015,Índice de Gini,36.1,isla
San Bartolomé de Tirajana,2015,Índice de Gini,36.2,municipio
Santa Brígida,2020,Índice de Gini,36.2,municipio
Puerto de la Cruz,2018,Índice de Gini,36.2,municipio
Los Llanos de Aridane,2016,Índice de Gini,36.2,municipio
San Bartolomé de Tirajana,2016,Índice de Gini,36.3,municipio
Puerto de la Cruz,2017,Índice de Gini,36.3,municipio
San Cristóbal de La Laguna,2016,Índice de Gini,36.3,municipio
Tacoronte,2016,Índice de Gini,36.3,municipio
Garafía,2023,Índice de Gini,36.4,municipio
Santa Cruz de Tenerife,2016,Índice de Gini,36.5,municipio
Las Palmas de Gran Canaria,2018,Índice de Gini,36.5,municipio
Puntagorda,2022,Índice de Gini,36.5,municipio
Valle Gran Rey,2016,Índice de Gini,36.5,municipio
Garafía,2018,Índice de Gini,36.6,municipio
El Sauzal,2015,Índice de Gini,36.6,municipio
Tacoronte,2015,Índice de Gini,36.6,municipio
Santa Brígida,2019,Índice de Gini,36.6,municipio
Arona,2015,Índice de Gini,36.6,municipio
Valle Gran Rey,2020,Índice de Gini,36.6,municipio
Antigua,2019,Índice de Gini,36.6,municipio
Tenerife,2016,Índice de Gini,36.7,isla
San Cristóbal de La Laguna,2015,Índice de Gini,36.7,municipio
Santa Cruz de Tenerife,2015,Índice de Gini,36.8,municipio
Tías,2016,Índice de Gini,36.8,municipio
Garafía,2020,Índice de Gini,36.8,municipio
Antigua,2021,Índice de Gini,36.8,municipio
Garafía,2021,Índice de Gini,36.8,municipio
Antigua,2018,Índice de Gini,36.9,municipio
Tenerife,2015,Índice de Gini,36.9,isla
El Hierro,2016,Índice de Gini,36.9,isla
Las Palmas de Gran Canaria,2017,Índice de Gini,37.0,municipio
Antigua,2020,Índice de Gini,37.0,municipio
Frontera,2016,Índice de Gini,37.0,municipio
San Miguel de Abona,2016,Índice de Gini,37.0,municipio
Arona,2016,Índice de Gini,37.0,municipio
Los Llanos de Aridane,2015,Índice de Gini,37.1,municipio
Puntagorda,2016,Índice de Gini,37.1,municipio
Puntagorda,2018,Índice de Gini,37.2,municipio
Puntagorda,2020,Índice de Gini,37.3,municipio
Garafía,2016,Índice de Gini,37.3,municipio
Antigua,2017,Índice de Gini,37.3,municipio
Puntagorda,2017,Índice de Gini,37.4,municipio
Valle Gran Rey,2015,Índice de Gini,37.4,municipio
Tías,2015,Índice de Gini,37.5,municipio
Puerto de la Cruz,2015,Índice de Gini,37.6,municipio
Santa Brígida,2018,Índice de Gini,37.6,municipio
Santa Úrsula,2016,Índice de Gini,37.7,municipio
Adeje,2015,Índice de Gini,37.7,municipio
Puntagorda,2019,Índice de Gini,37.7,municipio
Adeje,2016,Índice de Gini,38.0,municipio
La Oliva,2015,Índice de Gini,38.0,municipio
Antigua,2015,Índice de Gini,38.1,municipio
Puerto de la Cruz,2016,Índice de Gini,38.1,municipio
Las Palmas de Gran Canaria,2016,Índice de Gini,38.1,municipio
Antigua,2016,Índice de Gini,38.2,municipio
Santa Brígida,2017,Índice de Gini,38.3,municipio
Santa Úrsula,2015,Índice de Gini,38.3,municipio
La Oliva,2016,Índice de Gini,38.4,municipio
Las Palmas de Gran Canaria,2015,Índice de Gini,38.5,municipio
Santa Brígida,2016,Índice de Gini,38.7,municipio
Santa Brígida,2015,Índice de Gini,38.8,municipio
