Territorio,Año,Fuente_Renta,Fuente_Renta_Code,Porcentaje,ISLA_clean
San Cristóbal De La Laguna,2017,Sueldos y salarios,SUELDOS_SALARIOS,64.3,Tenerife
San Cristóbal De La Laguna,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.3,Tenerife
San Cristóbal De La Laguna,2019,Sueldos y salarios,SUELDOS_SALARIOS,64.1,Tenerife
San Cristóbal De La Laguna,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.6,Tenerife
San Cristóbal De La Laguna,2021,Sueldos y salarios,SUELDOS_SALARIOS,61.9,Tenerife
San Cristóbal De La Laguna,2022,Sueldos y salarios,SUELDOS_SALARIOS,62.6,Tenerife
San Cristóbal De La Laguna,2023,Sueldos y salarios,SUELDOS_SALARIOS,62.7,Tenerife
San Cristóbal De La Laguna,2015,Otros ingresos,OTROS_INGRESOS,9.7,Tenerife
San Cristóbal De La Laguna,2016,Otros ingresos,OTROS_INGRESOS,10.0,Tenerife
San Cristóbal De La Laguna,2017,Otros ingresos,OTROS_INGRESOS,10.2,Tenerife
San Cristóbal De La Laguna,2018,Otros ingresos,OTROS_INGRESOS,10.7,Tenerife
San Cristóbal De La Laguna,2019,Otros ingresos,OTROS_INGRESOS,10.8,Tenerife
San Cristóbal De La Laguna,2020,Otros ingresos,OTROS_INGRESOS,9.7,Tenerife
San Cristóbal De La Laguna,2021,Otros ingresos,OTROS_INGRESOS,10.6,Tenerife
San Cristóbal De La Laguna,2022,Otros ingresos,OTROS_INGRESOS,11.1,Tenerife
San Cristóbal De La Laguna,2023,Otros ingresos,OTROS_INGRESOS,11.3,Tenerife
San Cristóbal De La Laguna,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.9,Tenerife
San Cristóbal De La Laguna,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Tenerife
San Cristóbal De La Laguna,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.3,Tenerife
San Cristóbal De La Laguna,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.3,Tenerife
San Cristóbal De La Laguna,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
San Cristóbal De La Laguna,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.8,Tenerife
San Cristóbal De La Laguna,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Tenerife
San Cristóbal De La Laguna,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.2,Tenerife
San Cristóbal De La Laguna,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2,Tenerife
San Cristóbal De La Laguna,2015,Pensiones,PENSIONES,19.6,Tenerife
San Cristóbal De La Laguna,2016,Pensiones,PENSIONES,19.4,Tenerife
San Cristóbal De La Laguna,2017,Pensiones,PENSIONES,19.4,Tenerife
San Cristóbal De La Laguna,2018,Pensiones,PENSIONES,19.1,Tenerife
San Cristóbal De La Laguna,2019,Pensiones,PENSIONES,19.0,Tenerife
San Cristóbal De La Laguna,2020,Pensiones,PENSIONES,20.1,Tenerife
San Cristóbal De La Laguna,2021,Pensiones,PENSIONES,19.7,Tenerife
San Cristóbal De La Laguna,2022,Pensiones,PENSIONES,19.8,Tenerife
San Cristóbal De La Laguna,2023,Pensiones,PENSIONES,19.7,Tenerife
San Cristóbal De La Laguna,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Tenerife
San Cristóbal De La Laguna,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,Tenerife
San Cristóbal De La Laguna,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,Tenerife
San Cristóbal De La Laguna,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,Tenerife
San Cristóbal De La Laguna,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,Tenerife
San Cristóbal De La Laguna,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.8,Tenerife
San Cristóbal De La Laguna,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,Tenerife
San Cristóbal De La Laguna,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Tenerife
San Cristóbal De La Laguna,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,Tenerife
La Matanza De Acentejo,2015,Sueldos y salarios,SUELDOS_SALARIOS,63.9,Tenerife
La Matanza De Acentejo,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5,Tenerife
La Matanza De Acentejo,2017,Sueldos y salarios,SUELDOS_SALARIOS,64.6,Tenerife
La Matanza De Acentejo,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.7,Tenerife
La Matanza De Acentejo,2019,Sueldos y salarios,SUELDOS_SALARIOS,64.1,Tenerife
La Matanza De Acentejo,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.8,Tenerife
La Matanza De Acentejo,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.8,Tenerife
La Matanza De Acentejo,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.3,Tenerife
La Matanza De Acentejo,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.3,Tenerife
La Matanza De Acentejo,2015,Otros ingresos,OTROS_INGRESOS,9.2,Tenerife
La Matanza De Acentejo,2016,Otros ingresos,OTROS_INGRESOS,9.2,Tenerife
La Matanza De Acentejo,2017,Otros ingresos,OTROS_INGRESOS,10.4,Tenerife
La Matanza De Acentejo,2018,Otros ingresos,OTROS_INGRESOS,11.1,Tenerife
La Matanza De Acentejo,2019,Otros ingresos,OTROS_INGRESOS,11.9,Tenerife
La Matanza De Acentejo,2020,Otros ingresos,OTROS_INGRESOS,9.1,Tenerife
La Matanza De Acentejo,2021,Otros ingresos,OTROS_INGRESOS,10.1,Tenerife
La Matanza De Acentejo,2022,Otros ingresos,OTROS_INGRESOS,11.2,Tenerife
La Matanza De Acentejo,2023,Otros ingresos,OTROS_INGRESOS,11.3,Tenerife
La Matanza De Acentejo,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
La Matanza De Acentejo,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
La Matanza De Acentejo,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Tenerife
La Matanza De Acentejo,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.8,Tenerife
La Matanza De Acentejo,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.7,Tenerife
La Matanza De Acentejo,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Tenerife
La Matanza De Acentejo,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Tenerife
La Matanza De Acentejo,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Tenerife
La Matanza De Acentejo,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Tenerife
La Matanza De Acentejo,2015,Pensiones,PENSIONES,18.4,Tenerife
La Matanza De Acentejo,2016,Pensiones,PENSIONES,18.4,Tenerife
La Matanza De Acentejo,2017,Pensiones,PENSIONES,17.5,Tenerife
La Matanza De Acentejo,2018,Pensiones,PENSIONES,16.9,Tenerife
La Matanza De Acentejo,2019,Pensiones,PENSIONES,17.0,Tenerife
La Matanza De Acentejo,2020,Pensiones,PENSIONES,17.9,Tenerife
La Matanza De Acentejo,2021,Pensiones,PENSIONES,17.3,Tenerife
La Matanza De Acentejo,2022,Pensiones,PENSIONES,17.3,Tenerife
La Matanza De Acentejo,2023,Pensiones,PENSIONES,17.1,Tenerife
La Matanza De Acentejo,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.2,Tenerife
La Matanza De Acentejo,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,Tenerife
La Matanza De Acentejo,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0,Tenerife
La Matanza De Acentejo,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Tenerife
La Matanza De Acentejo,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,Tenerife
La Matanza De Acentejo,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.0,Tenerife
La Matanza De Acentejo,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4,Tenerife
La Matanza De Acentejo,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,Tenerife
La Matanza De Acentejo,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,Tenerife
La Orotava,2015,Sueldos y salarios,SUELDOS_SALARIOS,58.8,Tenerife
La Orotava,2016,Sueldos y salarios,SUELDOS_SALARIOS,59.4,Tenerife
La Orotava,2017,Sueldos y salarios,SUELDOS_SALARIOS,59.6,Tenerife
La Orotava,2018,Sueldos y salarios,SUELDOS_SALARIOS,60.0,Tenerife
La Orotava,2019,Sueldos y salarios,SUELDOS_SALARIOS,60.6,Tenerife
La Orotava,2020,Sueldos y salarios,SUELDOS_SALARIOS,55.0,Tenerife
La Orotava,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.7,Tenerife
La Orotava,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.3,Tenerife
La Orotava,2023,Sueldos y salarios,SUELDOS_SALARIOS,60.0,Tenerife
La Orotava,2015,Otros ingresos,OTROS_INGRESOS,12.5,Tenerife
La Orotava,2016,Otros ingresos,OTROS_INGRESOS,12.7,Tenerife
La Orotava,2017,Otros ingresos,OTROS_INGRESOS,12.8,Tenerife
La Orotava,2018,Otros ingresos,OTROS_INGRESOS,13.5,Tenerife
La Orotava,2019,Otros ingresos,OTROS_INGRESOS,12.9,Tenerife
La Orotava,2020,Otros ingresos,OTROS_INGRESOS,11.0,Tenerife
La Orotava,2021,Otros ingresos,OTROS_INGRESOS,13.0,Tenerife
La Orotava,2022,Otros ingresos,OTROS_INGRESOS,13.5,Tenerife
La Orotava,2023,Otros ingresos,OTROS_INGRESOS,13.5,Tenerife
La Orotava,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Tenerife
La Orotava,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.1,Tenerife
La Orotava,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
La Orotava,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.5,Tenerife
La Orotava,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Tenerife
La Orotava,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Tenerife
La Orotava,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Tenerife
La Orotava,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Tenerife
La Orotava,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Tenerife
La Orotava,2015,Pensiones,PENSIONES,21.1,Tenerife
La Orotava,2016,Pensiones,PENSIONES,20.9,Tenerife
La Orotava,2017,Pensiones,PENSIONES,20.7,Tenerife
La Orotava,2018,Pensiones,PENSIONES,19.8,Tenerife
La Orotava,2019,Pensiones,PENSIONES,19.7,Tenerife
La Orotava,2020,Pensiones,PENSIONES,20.9,Tenerife
La Orotava,2021,Pensiones,PENSIONES,20.0,Tenerife
La Orotava,2022,Pensiones,PENSIONES,20.0,Tenerife
La Orotava,2023,Pensiones,PENSIONES,19.8,Tenerife
La Orotava,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,Tenerife
La Orotava,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9,Tenerife
La Orotava,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,Tenerife
La Orotava,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,Tenerife
La Orotava,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,Tenerife
La Orotava,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.9,Tenerife
La Orotava,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.9,Tenerife
La Orotava,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,Tenerife
La Orotava,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Tenerife
Puerto De La Cruz,2015,Sueldos y salarios,SUELDOS_SALARIOS,50.4,Tenerife
Puerto De La Cruz,2016,Sueldos y salarios,SUELDOS_SALARIOS,51.2,Tenerife
Puerto De La Cruz,2017,Sueldos y salarios,SUELDOS_SALARIOS,50.9,Tenerife
Puerto De La Cruz,2018,Sueldos y salarios,SUELDOS_SALARIOS,50.5,Tenerife
Puerto De La Cruz,2019,Sueldos y salarios,SUELDOS_SALARIOS,50.2,Tenerife
Puerto De La Cruz,2020,Sueldos y salarios,SUELDOS_SALARIOS,44.3,Tenerife
Puerto De La Cruz,2021,Sueldos y salarios,SUELDOS_SALARIOS,46.6,Tenerife
Puerto De La Cruz,2022,Sueldos y salarios,SUELDOS_SALARIOS,48.3,Tenerife
Puerto De La Cruz,2023,Sueldos y salarios,SUELDOS_SALARIOS,49.4,Tenerife
Puerto De La Cruz,2015,Otros ingresos,OTROS_INGRESOS,16.7,Tenerife
Puerto De La Cruz,2016,Otros ingresos,OTROS_INGRESOS,16.9,Tenerife
Puerto De La Cruz,2017,Otros ingresos,OTROS_INGRESOS,17.2,Tenerife
Puerto De La Cruz,2018,Otros ingresos,OTROS_INGRESOS,17.9,Tenerife
Puerto De La Cruz,2019,Otros ingresos,OTROS_INGRESOS,17.9,Tenerife
Puerto De La Cruz,2020,Otros ingresos,OTROS_INGRESOS,14.0,Tenerife
Puerto De La Cruz,2021,Otros ingresos,OTROS_INGRESOS,16.4,Tenerife
Puerto De La Cruz,2022,Otros ingresos,OTROS_INGRESOS,19.3,Tenerife
Puerto De La Cruz,2023,Otros ingresos,OTROS_INGRESOS,18.9,Tenerife
Puerto De La Cruz,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Tenerife
Puerto De La Cruz,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Tenerife
Puerto De La Cruz,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
Puerto De La Cruz,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
Puerto De La Cruz,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
Puerto De La Cruz,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Tenerife
Puerto De La Cruz,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Tenerife
Puerto De La Cruz,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Tenerife
Puerto De La Cruz,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2,Tenerife
Puerto De La Cruz,2015,Pensiones,PENSIONES,26.1,Tenerife
Puerto De La Cruz,2016,Pensiones,PENSIONES,25.8,Tenerife
Puerto De La Cruz,2017,Pensiones,PENSIONES,25.6,Tenerife
Puerto De La Cruz,2018,Pensiones,PENSIONES,25.5,Tenerife
Puerto De La Cruz,2019,Pensiones,PENSIONES,25.9,Tenerife
Puerto De La Cruz,2020,Pensiones,PENSIONES,28.6,Tenerife
Puerto De La Cruz,2021,Pensiones,PENSIONES,26.5,Tenerife
Puerto De La Cruz,2022,Pensiones,PENSIONES,25.8,Tenerife
Puerto De La Cruz,2023,Pensiones,PENSIONES,25.5,Tenerife
Puerto De La Cruz,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,Tenerife
Puerto De La Cruz,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,Tenerife
Puerto De La Cruz,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,Tenerife
Puerto De La Cruz,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,Tenerife
Puerto De La Cruz,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,Tenerife
Puerto De La Cruz,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.8,Tenerife
Puerto De La Cruz,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.2,Tenerife
Puerto De La Cruz,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Tenerife
Puerto De La Cruz,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.0,Tenerife
Los Realejos,2015,Sueldos y salarios,SUELDOS_SALARIOS,60.3,Tenerife
Los Realejos,2016,Sueldos y salarios,SUELDOS_SALARIOS,61.6,Tenerife
Los Realejos,2017,Sueldos y salarios,SUELDOS_SALARIOS,61.8,Tenerife
Los Realejos,2018,Sueldos y salarios,SUELDOS_SALARIOS,61.4,Tenerife
Los Realejos,2019,Sueldos y salarios,SUELDOS_SALARIOS,62.3,Tenerife
Los Realejos,2020,Sueldos y salarios,SUELDOS_SALARIOS,54.8,Tenerife
Los Realejos,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.8,Tenerife
Los Realejos,2022,Sueldos y salarios,SUELDOS_SALARIOS,60.8,Tenerife
Los Realejos,2023,Sueldos y salarios,SUELDOS_SALARIOS,60.8,Tenerife
Los Realejos,2015,Otros ingresos,OTROS_INGRESOS,9.0,Tenerife
Los Realejos,2016,Otros ingresos,OTROS_INGRESOS,9.1,Tenerife
Los Realejos,2017,Otros ingresos,OTROS_INGRESOS,9.7,Tenerife
Los Realejos,2018,Otros ingresos,OTROS_INGRESOS,11.2,Tenerife
Los Realejos,2019,Otros ingresos,OTROS_INGRESOS,10.0,Tenerife
Los Realejos,2020,Otros ingresos,OTROS_INGRESOS,8.7,Tenerife
Los Realejos,2021,Otros ingresos,OTROS_INGRESOS,10.4,Tenerife
Los Realejos,2022,Otros ingresos,OTROS_INGRESOS,10.5,Tenerife
Los Realejos,2023,Otros ingresos,OTROS_INGRESOS,11.5,Tenerife
Los Realejos,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Tenerife
Los Realejos,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Tenerife
Los Realejos,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.7,Tenerife
Los Realejos,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.7,Tenerife
Los Realejos,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.8,Tenerife
Los Realejos,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.6,Tenerife
Los Realejos,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.6,Tenerife
Los Realejos,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.6,Tenerife
Los Realejos,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.6,Tenerife
Los Realejos,2015,Pensiones,PENSIONES,22.0,Tenerife
Los Realejos,2016,Pensiones,PENSIONES,21.4,Tenerife
Los Realejos,2017,Pensiones,PENSIONES,20.6,Tenerife
Los Realejos,2018,Pensiones,PENSIONES,19.9,Tenerife
Los Realejos,2019,Pensiones,PENSIONES,20.1,Tenerife
Los Realejos,2020,Pensiones,PENSIONES,21.1,Tenerife
Los Realejos,2021,Pensiones,PENSIONES,20.7,Tenerife
Los Realejos,2022,Pensiones,PENSIONES,20.6,Tenerife
Los Realejos,2023,Pensiones,PENSIONES,20.1,Tenerife
Los Realejos,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5,Tenerife
Los Realejos,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8,Tenerife
Los Realejos,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,Tenerife
Los Realejos,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,Tenerife
Los Realejos,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,Tenerife
Los Realejos,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.8,Tenerife
Los Realejos,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.5,Tenerife
Los Realejos,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,Tenerife
Los Realejos,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,Tenerife
El Rosario,2015,Sueldos y salarios,SUELDOS_SALARIOS,69.4,Tenerife
El Rosario,2016,Sueldos y salarios,SUELDOS_SALARIOS,68.9,Tenerife
El Rosario,2017,Sueldos y salarios,SUELDOS_SALARIOS,68.1,Tenerife
El Rosario,2018,Sueldos y salarios,SUELDOS_SALARIOS,67.7,Tenerife
El Rosario,2019,Sueldos y salarios,SUELDOS_SALARIOS,66.6,Tenerife
El Rosario,2020,Sueldos y salarios,SUELDOS_SALARIOS,63.4,Tenerife
El Rosario,2021,Sueldos y salarios,SUELDOS_SALARIOS,63.8,Tenerife
El Rosario,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.5,Tenerife
El Rosario,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.5,Tenerife
El Rosario,2015,Otros ingresos,OTROS_INGRESOS,12.4,Tenerife
El Rosario,2016,Otros ingresos,OTROS_INGRESOS,12.6,Tenerife
El Rosario,2017,Otros ingresos,OTROS_INGRESOS,13.9,Tenerife
El Rosario,2018,Otros ingresos,OTROS_INGRESOS,13.8,Tenerife
El Rosario,2019,Otros ingresos,OTROS_INGRESOS,14.8,Tenerife
El Rosario,2020,Otros ingresos,OTROS_INGRESOS,12.8,Tenerife
El Rosario,2021,Otros ingresos,OTROS_INGRESOS,14.4,Tenerife
El Rosario,2022,Otros ingresos,OTROS_INGRESOS,15.1,Tenerife
El Rosario,2023,Otros ingresos,OTROS_INGRESOS,15.8,Tenerife
El Rosario,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.2,Tenerife
El Rosario,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.2,Tenerife
El Rosario,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.4,Tenerife
El Rosario,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.5,Tenerife
El Rosario,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.6,Tenerife
El Rosario,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Tenerife
El Rosario,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Tenerife
El Rosario,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Tenerife
El Rosario,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Tenerife
El Rosario,2015,Pensiones,PENSIONES,13.7,Tenerife
El Rosario,2016,Pensiones,PENSIONES,14.1,Tenerife
El Rosario,2017,Pensiones,PENSIONES,13.8,Tenerife
El Rosario,2018,Pensiones,PENSIONES,14.1,Tenerife
El Rosario,2019,Pensiones,PENSIONES,14.2,Tenerife
El Rosario,2020,Pensiones,PENSIONES,16.2,Tenerife
El Rosario,2021,Pensiones,PENSIONES,15.7,Tenerife
El Rosario,2022,Pensiones,PENSIONES,15.7,Tenerife
El Rosario,2023,Pensiones,PENSIONES,15.4,Tenerife
El Rosario,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,Tenerife
El Rosario,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,Tenerife
El Rosario,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.8,Tenerife
El Rosario,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.8,Tenerife
El Rosario,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.8,Tenerife
El Rosario,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.7,Tenerife
El Rosario,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,Tenerife
El Rosario,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.7,Tenerife
El Rosario,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.5,Tenerife
San Juan De La Rambla,2015,Sueldos y salarios,SUELDOS_SALARIOS,61.2,Tenerife
San Juan De La Rambla,2016,Sueldos y salarios,SUELDOS_SALARIOS,62.7,Tenerife
San Juan De La Rambla,2017,Sueldos y salarios,SUELDOS_SALARIOS,63.3,Tenerife
San Juan De La Rambla,2018,Sueldos y salarios,SUELDOS_SALARIOS,63.7,Tenerife
San Juan De La Rambla,2019,Sueldos y salarios,SUELDOS_SALARIOS,63.1,Tenerife
San Juan De La Rambla,2020,Sueldos y salarios,SUELDOS_SALARIOS,56.1,Tenerife
San Juan De La Rambla,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.1,Tenerife
San Juan De La Rambla,2022,Sueldos y salarios,SUELDOS_SALARIOS,61.8,Tenerife
San Juan De La Rambla,2023,Sueldos y salarios,SUELDOS_SALARIOS,63.4,Tenerife
San Juan De La Rambla,2015,Otros ingresos,OTROS_INGRESOS,9.1,Tenerife
San Juan De La Rambla,2016,Otros ingresos,OTROS_INGRESOS,9.3,Tenerife
San Juan De La Rambla,2017,Otros ingresos,OTROS_INGRESOS,9.5,Tenerife
San Juan De La Rambla,2018,Otros ingresos,OTROS_INGRESOS,9.8,Tenerife
San Juan De La Rambla,2019,Otros ingresos,OTROS_INGRESOS,9.5,Tenerife
San Juan De La Rambla,2020,Otros ingresos,OTROS_INGRESOS,9.3,Tenerife
San Juan De La Rambla,2021,Otros ingresos,OTROS_INGRESOS,9.6,Tenerife
San Juan De La Rambla,2022,Otros ingresos,OTROS_INGRESOS,10.2,Tenerife
San Juan De La Rambla,2023,Otros ingresos,OTROS_INGRESOS,9.0,Tenerife
San Juan De La Rambla,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
San Juan De La Rambla,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.1,Tenerife
San Juan De La Rambla,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Tenerife
San Juan De La Rambla,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.7,Tenerife
San Juan De La Rambla,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.2,Tenerife
San Juan De La Rambla,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.0,Tenerife
San Juan De La Rambla,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.0,Tenerife
San Juan De La Rambla,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.0,Tenerife
San Juan De La Rambla,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.7,Tenerife
San Juan De La Rambla,2015,Pensiones,PENSIONES,20.8,Tenerife
San Juan De La Rambla,2016,Pensiones,PENSIONES,20.3,Tenerife
San Juan De La Rambla,2017,Pensiones,PENSIONES,19.6,Tenerife
San Juan De La Rambla,2018,Pensiones,PENSIONES,19.0,Tenerife
San Juan De La Rambla,2019,Pensiones,PENSIONES,19.2,Tenerife
San Juan De La Rambla,2020,Pensiones,PENSIONES,20.1,Tenerife
San Juan De La Rambla,2021,Pensiones,PENSIONES,20.2,Tenerife
San Juan De La Rambla,2022,Pensiones,PENSIONES,19.6,Tenerife
San Juan De La Rambla,2023,Pensiones,PENSIONES,19.9,Tenerife
San Juan De La Rambla,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4,Tenerife
San Juan De La Rambla,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,Tenerife
San Juan De La Rambla,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,Tenerife
San Juan De La Rambla,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,Tenerife
San Juan De La Rambla,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0,Tenerife
San Juan De La Rambla,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,9.5,Tenerife
San Juan De La Rambla,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.2,Tenerife
San Juan De La Rambla,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,Tenerife
