TERRITORIO	TIME_PERIOD	MEDIDAS	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
El Paso	2020	Distribución de la renta P80/P20	2.7		
El Paso	2019	Distribución de la renta P80/P20	3		
El Paso	2018	Distribución de la renta P80/P20	2.8		
El Paso	2017	Distribución de la renta P80/P20	2.9		
El Paso	2016	Distribución de la renta P80/P20	3.1		
El Paso	2015	Distribución de la renta P80/P20	3		
Puntagorda	2023	Índice de Gini	34.6		
Puntagorda	2022	Índice de Gini	36.5		
Puntagorda	2021	Índice de Gini	35.8		
Puntagorda	2020	Índice de Gini	37.3		
Puntagorda	2019	Índice de Gini	37.7		
Puntagorda	2018	Índice de Gini	37.2		
Puntagorda	2017	Índice de Gini	37.4		
Puntagorda	2016	Índice de Gini	37.1		
Puntagorda	2015	Índice de Gini	35.7		
Puntagorda	2023	Distribución de la renta P80/P20	3.1		
Puntagorda	2022	Distribución de la renta P80/P20	3.6		
Puntagorda	2021	Distribución de la renta P80/P20	3.1		
Puntagorda	2020	Distribución de la renta P80/P20	3.4		
Puntagorda	2019	Distribución de la renta P80/P20	3.4		
Puntagorda	2018	Distribución de la renta P80/P20	3.3		
Puntagorda	2017	Distribución de la renta P80/P20	3.6		
Puntagorda	2016	Distribución de la renta P80/P20	3.5		
Puntagorda	2015	Distribución de la renta P80/P20	3.3		
Puntallana	2023	Índice de Gini	32.6		
Puntallana	2022	Índice de Gini	31.1		
Puntallana	2021	Índice de Gini	30.6		
Puntallana	2020	Índice de Gini	30.4		
Puntallana	2019	Índice de Gini	29.9		
Puntallana	2018	Índice de Gini	29.6		
Puntallana	2017	Índice de Gini	29.8		
Puntallana	2016	Índice de Gini	31		
Puntallana	2015	Índice de Gini	31.1		
Puntallana	2023	Distribución de la renta P80/P20	3		
Puntallana	2022	Distribución de la renta P80/P20	2.9		
Puntallana	2021	Distribución de la renta P80/P20	2.9		
Puntallana	2020	Distribución de la renta P80/P20	2.8		
Puntallana	2019	Distribución de la renta P80/P20	2.7		
Puntallana	2018	Distribución de la renta P80/P20	2.5		
Puntallana	2017	Distribución de la renta P80/P20	2.7		
Puntallana	2016	Distribución de la renta P80/P20	2.8		
Puntallana	2015	Distribución de la renta P80/P20	2.7		
San Andrés y Sauces	2023	Índice de Gini	32		
San Andrés y Sauces	2022	Índice de Gini	32		
San Andrés y Sauces	2021	Índice de Gini	30.8		
San Andrés y Sauces	2020	Índice de Gini	30.5		
San Andrés y Sauces	2019	Índice de Gini	31.7		
San Andrés y Sauces	2018	Índice de Gini	31		
San Andrés y Sauces	2017	Índice de Gini	31		
San Andrés y Sauces	2016	Índice de Gini	31.6		
San Andrés y Sauces	2015	Índice de Gini	30.6		
San Andrés y Sauces	2023	Distribución de la renta P80/P20	2.7		
San Andrés y Sauces	2022	Distribución de la renta P80/P20	2.7		
San Andrés y Sauces	2021	Distribución de la renta P80/P20	2.8		
San Andrés y Sauces	2020	Distribución de la renta P80/P20	2.6		
San Andrés y Sauces	2019	Distribución de la renta P80/P20	2.5		
San Andrés y Sauces	2018	Distribución de la renta P80/P20	2.5		
San Andrés y Sauces	2017	Distribución de la renta P80/P20	2.6		
San Andrés y Sauces	2016	Distribución de la renta P80/P20	2.7		
San Andrés y Sauces	2015	Distribución de la renta P80/P20	2.6		
Santa Cruz de La Palma	2023	Índice de Gini	33.7		
Santa Cruz de La Palma	2022	Índice de Gini	33.9		
Santa Cruz de La Palma	2021	Índice de Gini	32.4		
Santa Cruz de La Palma	2020	Índice de Gini	33.1		
Santa Cruz de La Palma	2019	Índice de Gini	33.5		
Santa Cruz de La Palma	2018	Índice de Gini	34.2		
Santa Cruz de La Palma	2017	Índice de Gini	34.4		
Santa Cruz de La Palma	2016	Índice de Gini	34.9		
Santa Cruz de La Palma	2015	Índice de Gini	35.4		
Santa Cruz de La Palma	2023	Distribución de la renta P80/P20	2.8		
Santa Cruz de La Palma	2022	Distribución de la renta P80/P20	2.8		
Santa Cruz de La Palma	2021	Distribución de la renta P80/P20	2.9		
Santa Cruz de La Palma	2020	Distribución de la renta P80/P20	2.9		
Santa Cruz de La Palma	2019	Distribución de la renta P80/P20	2.8		
Santa Cruz de La Palma	2018	Distribución de la renta P80/P20	3		
Santa Cruz de La Palma	2017	Distribución de la renta P80/P20	3.1		
Santa Cruz de La Palma	2016	Distribución de la renta P80/P20	3		
Santa Cruz de La Palma	2015	Distribución de la renta P80/P20	3.3		
Tazacorte	2023	Índice de Gini	31.6		
Tazacorte	2022	Índice de Gini	29.9		
Tazacorte	2021	Índice de Gini	30.8		
Tazacorte	2020	Índice de Gini	30.1		
Tazacorte	2019	Índice de Gini	30.7		
Tazacorte	2018	Índice de Gini	32.1		
Tazacorte	2017	Índice de Gini	31.8		
Tazacorte	2016	Índice de Gini	32.6		
Tazacorte	2015	Índice de Gini	33.7		
Tazacorte	2023	Distribución de la renta P80/P20	2.5		
Tazacorte	2022	Distribución de la renta P80/P20	2.2		
Tazacorte	2021	Distribución de la renta P80/P20	2.4		
Tazacorte	2020	Distribución de la renta P80/P20	2.5		
Tazacorte	2019	Distribución de la renta P80/P20	2.4		
Tazacorte	2018	Distribución de la renta P80/P20	2.6		
Tazacorte	2017	Distribución de la renta P80/P20	2.5		
Tazacorte	2016	Distribución de la renta P80/P20	2.6		
Tazacorte	2015	Distribución de la renta P80/P20	2.5		
Tijarafe	2023	Índice de Gini	33.3		
Tijarafe	2022	Índice de Gini	34		
Tijarafe	2021	Índice de Gini	32.5		
Tijarafe	2020	Índice de Gini	33.3		
Tijarafe	2019	Índice de Gini	33.2		
Tijarafe	2018	Índice de Gini	35.4		
Tijarafe	2017	Índice de Gini	33.9		
Tijarafe	2016	Índice de Gini	35		
Tijarafe	2015	Índice de Gini	35.9		
Tijarafe	2023	Distribución de la renta P80/P20	2.8		
Tijarafe	2022	Distribución de la renta P80/P20	2.8		
Tijarafe	2021	Distribución de la renta P80/P20	2.5		
Tijarafe	2020	Distribución de la renta P80/P20	3		
Tijarafe	2019	Distribución de la renta P80/P20	2.6		
Tijarafe	2018	Distribución de la renta P80/P20	3.5		
Tijarafe	2017	Distribución de la renta P80/P20	2.9		
Tijarafe	2016	Distribución de la renta P80/P20	3		
Tijarafe	2015	Distribución de la renta P80/P20	3.3		
Villa de Mazo	2023	Índice de Gini	32.4		
Villa de Mazo	2022	Índice de Gini	32.1		
Villa de Mazo	2021	Índice de Gini	31.5		
Villa de Mazo	2020	Índice de Gini	31.8		
Villa de Mazo	2019	Índice de Gini	31.7		
Villa de Mazo	2018	Índice de Gini	32.2		
Villa de Mazo	2017	Índice de Gini	33.5		
Villa de Mazo	2016	Índice de Gini	34.3		
Villa de Mazo	2015	Índice de Gini	34.9		
Villa de Mazo	2023	Distribución de la renta P80/P20	2.7		
Villa de Mazo	2022	Distribución de la renta P80/P20	2.7		
Villa de Mazo	2021	Distribución de la renta P80/P20	2.5		
Villa de Mazo	2020	Distribución de la renta P80/P20	2.5		
Villa de Mazo	2019	Distribución de la renta P80/P20	2.7		
Villa de Mazo	2018	Distribución de la renta P80/P20	2.9		
Villa de Mazo	2017	Distribución de la renta P80/P20	2.8		
Villa de Mazo	2016	Distribución de la renta P80/P20	3.4		
Villa de Mazo	2015	Distribución de la renta P80/P20	3.2		
El Hierro	2023	Índice de Gini	33.1		
El Hierro	2022	Índice de Gini	33		
El Hierro	2021	Índice de Gini	32.7		
El Hierro	2020	Índice de Gini	33.2		
El Hierro	2019	Índice de Gini	34		
El Hierro	2018	Índice de Gini	34.8		
El Hierro	2017	Índice de Gini	35.4		
El Hierro	2016	Índice de Gini	36.9		
El Hierro	2015	Índice de Gini	35.3		
El Hierro	2023	Distribución de la renta P80/P20	3		
El Hierro	2022	Distribución de la renta P80/P20	3		
El Hierro	2021	Distribución de la renta P80/P20	2.8		
El Hierro	2020	Distribución de la renta P80/P20	3		
El Hierro	2019	Distribución de la renta P80/P20	2.9		
El Hierro	2018	Distribución de la renta P80/P20	3		
El Hierro	2017	Distribución de la renta P80/P20	2.9		
El Hierro	2016	Distribución de la renta P80/P20	3.5		
El Hierro	2015	Distribución de la renta P80/P20	3		
Frontera	2023	Índice de Gini	32.9		
Frontera	2022	Índice de Gini	32.9		
Frontera	2021	Índice de Gini	32.3		
Frontera	2020	Índice de Gini	32.5		
Frontera	2019	Índice de Gini	32.8		
Frontera	2018	Índice de Gini	33.5		
Frontera	2017	Índice de Gini	34.7		
Frontera	2016	Índice de Gini	37		
Frontera	2015	Índice de Gini	35.2		
Frontera	2023	Distribución de la renta P80/P20	2.9		
Frontera	2022	Distribución de la renta P80/P20	3		
Frontera	2021	Distribución de la renta P80/P20	2.8		
Frontera	2020	Distribución de la renta P80/P20	2.6		
Frontera	2019	Distribución de la renta P80/P20	2.9		
Frontera	2018	Distribución de la renta P80/P20	3		
Frontera	2017	Distribución de la renta P80/P20	2.8		
Frontera	2016	Distribución de la renta P80/P20	3.4		
Frontera	2015	Distribución de la renta P80/P20	3.1		
Valverde	2023	Índice de Gini	33.1		
Valverde	2022	Índice de Gini	32.5		
Valverde	2021	Índice de Gini	32.5		
Valverde	2020	Índice de Gini	33.1		
Valverde	2019	Índice de Gini	34.4		
Valverde	2018	Índice de Gini	35.4		
Valverde	2017	Índice de Gini	35.3		
Valverde	2016	Índice de Gini	35.9		
Valverde	2015	Índice de Gini	34.8		
Valverde	2023	Distribución de la renta P80/P20	2.9		
Valverde	2022	Distribución de la renta P80/P20	2.9		
Valverde	2021	Distribución de la renta P80/P20	2.9		
Valverde	2020	Distribución de la renta P80/P20	2.9		
Valverde	2019	Distribución de la renta P80/P20	3.4		
Valverde	2018	Distribución de la renta P80/P20	3.4		
Valverde	2017	Distribución de la renta P80/P20	3.3		
Valverde	2016	Distribución de la renta P80/P20	3.5		
Valverde	2015	Distribución de la renta P80/P20	3.1		
El Pinar de El Hierro	2023	Índice de Gini	32		
El Pinar de El Hierro	2022	Índice de Gini	32.4		
El Pinar de El Hierro	2021	Índice de Gini	32.3		
El Pinar de El Hierro	2020	Índice de Gini	32.5		
El Pinar de El Hierro	2019	Índice de Gini	33.3		
El Pinar de El Hierro	2018	Índice de Gini	34.3		
El Pinar de El Hierro	2017	Índice de Gini	34.5		
El Pinar de El Hierro	2016	Índice de Gini	36.1		
El Pinar de El Hierro	2015	Índice de Gini	34.6		
El Pinar de El Hierro	2023	Distribución de la renta P80/P20	2.9		
El Pinar de El Hierro	2022	Distribución de la renta P80/P20	2.8		
El Pinar de El Hierro	2021	Distribución de la renta P80/P20	3		
El Pinar de El Hierro	2020	Distribución de la renta P80/P20	2.7		
El Pinar de El Hierro	2019	Distribución de la renta P80/P20	3.1		
El Pinar de El Hierro	2018	Distribución de la renta P80/P20	3.1		
El Pinar de El Hierro	2017	Distribución de la renta P80/P20	2.9		
El Pinar de El Hierro	2016	Distribución de la renta P80/P20	3.4		
El Pinar de El Hierro	2015	Distribución de la renta P80/P20	3.1		
