TERRITORIO	TIME_PERIOD	MEDIDAS	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
La Aldea de San Nicolás	2021	Distribución de la renta P80/P20	2.3		
La Aldea de San Nicolás	2020	Distribución de la renta P80/P20	2.2		
La Aldea de San Nicolás	2019	Distribución de la renta P80/P20	2.1		
La Aldea de San Nicolás	2018	Distribución de la renta P80/P20	2.2		
La Aldea de San Nicolás	2017	Distribución de la renta P80/P20	2.3		
La Aldea de San Nicolás	2016	Distribución de la renta P80/P20	2.5		
La Aldea de San Nicolás	2015	Distribución de la renta P80/P20	2.4		
Santa Brígida	2023	Índice de Gini	35.4		
Santa Brígida	2022	Índice de Gini	35.7		
Santa Brígida	2021	Índice de Gini	34.9		
Santa Brígida	2020	Índice de Gini	36.2		
Santa Brígida	2019	Índice de Gini	36.6		
Santa Brígida	2018	Índice de Gini	37.6		
Santa Brígida	2017	Índice de Gini	38.3		
Santa Brígida	2016	Índice de Gini	38.7		
Santa Brígida	2015	Índice de Gini	38.8		
Santa Brígida	2023	Distribución de la renta P80/P20	3.1		
Santa Brígida	2022	Distribución de la renta P80/P20	3.1		
Santa Brígida	2021	Distribución de la renta P80/P20	3		
Santa Brígida	2020	Distribución de la renta P80/P20	3.1		
Santa Brígida	2019	Distribución de la renta P80/P20	3.1		
Santa Brígida	2018	Distribución de la renta P80/P20	3.2		
Santa Brígida	2017	Distribución de la renta P80/P20	3.6		
Santa Brígida	2016	Distribución de la renta P80/P20	3.5		
Santa Brígida	2015	Distribución de la renta P80/P20	3.8		
Santa Lucía de Tirajana	2023	Índice de Gini	27.3		
Santa Lucía de Tirajana	2022	Índice de Gini	28.4		
Santa Lucía de Tirajana	2021	Índice de Gini	29.5		
Santa Lucía de Tirajana	2020	Índice de Gini	29.9		
Santa Lucía de Tirajana	2019	Índice de Gini	29		
Santa Lucía de Tirajana	2018	Índice de Gini	29.3		
Santa Lucía de Tirajana	2017	Índice de Gini	29.8		
Santa Lucía de Tirajana	2016	Índice de Gini	31.2		
Santa Lucía de Tirajana	2015	Índice de Gini	31.5		
Santa Lucía de Tirajana	2023	Distribución de la renta P80/P20	2.3		
Santa Lucía de Tirajana	2022	Distribución de la renta P80/P20	2.5		
Santa Lucía de Tirajana	2021	Distribución de la renta P80/P20	2.5		
Santa Lucía de Tirajana	2020	Distribución de la renta P80/P20	2.6		
Santa Lucía de Tirajana	2019	Distribución de la renta P80/P20	2.5		
Santa Lucía de Tirajana	2018	Distribución de la renta P80/P20	2.5		
Santa Lucía de Tirajana	2017	Distribución de la renta P80/P20	2.5		
Santa Lucía de Tirajana	2016	Distribución de la renta P80/P20	2.6		
Santa Lucía de Tirajana	2015	Distribución de la renta P80/P20	2.6		
Santa María de Guía de Gran Canaria	2023	Índice de Gini	27.8		
Santa María de Guía de Gran Canaria	2022	Índice de Gini	28.3		
Santa María de Guía de Gran Canaria	2021	Índice de Gini	28.6		
Santa María de Guía de Gran Canaria	2020	Índice de Gini	28.8		
Santa María de Guía de Gran Canaria	2019	Índice de Gini	28.9		
Santa María de Guía de Gran Canaria	2018	Índice de Gini	29.6		
Santa María de Guía de Gran Canaria	2017	Índice de Gini	29.9		
Santa María de Guía de Gran Canaria	2016	Índice de Gini	31		
Santa María de Guía de Gran Canaria	2015	Índice de Gini	31.7		
Santa María de Guía de Gran Canaria	2023	Distribución de la renta P80/P20	2.5		
Santa María de Guía de Gran Canaria	2022	Distribución de la renta P80/P20	2.5		
Santa María de Guía de Gran Canaria	2021	Distribución de la renta P80/P20	2.6		
Santa María de Guía de Gran Canaria	2020	Distribución de la renta P80/P20	2.4		
Santa María de Guía de Gran Canaria	2019	Distribución de la renta P80/P20	2.4		
Santa María de Guía de Gran Canaria	2018	Distribución de la renta P80/P20	2.4		
Santa María de Guía de Gran Canaria	2017	Distribución de la renta P80/P20	2.5		
Santa María de Guía de Gran Canaria	2016	Distribución de la renta P80/P20	2.6		
Santa María de Guía de Gran Canaria	2015	Distribución de la renta P80/P20	2.8		
Tejeda	2023	Índice de Gini	29.7		
Tejeda	2022	Índice de Gini	30.9		
Tejeda	2021	Índice de Gini	30.3		
Tejeda	2020	Índice de Gini	31.4		
Tejeda	2019	Índice de Gini	31.7		
Tejeda	2018	Índice de Gini	32.2		
Tejeda	2017	Índice de Gini	32		
Tejeda	2016	Índice de Gini	33.2		
Tejeda	2015	Índice de Gini	33.5		
Tejeda	2023	Distribución de la renta P80/P20	2.6		
Tejeda	2022	Distribución de la renta P80/P20	2.9		
Tejeda	2021	Distribución de la renta P80/P20	2.6		
Tejeda	2020	Distribución de la renta P80/P20	2.6		
Tejeda	2019	Distribución de la renta P80/P20	2.6		
Tejeda	2018	Distribución de la renta P80/P20	2.8		
Tejeda	2017	Distribución de la renta P80/P20	2.8		
Tejeda	2016	Distribución de la renta P80/P20	2.7		
Tejeda	2015	Distribución de la renta P80/P20	3.1		
Telde	2023	Índice de Gini	28.9		
Telde	2022	Índice de Gini	29.8		
Telde	2021	Índice de Gini	30.4		
Telde	2020	Índice de Gini	30.8		
Telde	2019	Índice de Gini	30.6		
Telde	2018	Índice de Gini	31.3		
Telde	2017	Índice de Gini	32		
Telde	2016	Índice de Gini	33		
Telde	2015	Índice de Gini	33.8		
Telde	2023	Distribución de la renta P80/P20	2.5		
Telde	2022	Distribución de la renta P80/P20	2.5		
Telde	2021	Distribución de la renta P80/P20	2.5		
Telde	2020	Distribución de la renta P80/P20	2.5		
Telde	2019	Distribución de la renta P80/P20	2.5		
Telde	2018	Distribución de la renta P80/P20	2.7		
Telde	2017	Distribución de la renta P80/P20	2.8		
Telde	2016	Distribución de la renta P80/P20	3		
Telde	2015	Distribución de la renta P80/P20	2.9		
Teror	2023	Índice de Gini	28.9		
Teror	2022	Índice de Gini	29.6		
Teror	2021	Índice de Gini	29.8		
Teror	2020	Índice de Gini	30.7		
Teror	2019	Índice de Gini	30.8		
Teror	2018	Índice de Gini	31.3		
Teror	2017	Índice de Gini	31.8		
Teror	2016	Índice de Gini	32.9		
Teror	2015	Índice de Gini	33.1		
Teror	2023	Distribución de la renta P80/P20	2.4		
Teror	2022	Distribución de la renta P80/P20	2.5		
Teror	2021	Distribución de la renta P80/P20	2.6		
Teror	2020	Distribución de la renta P80/P20	2.7		
Teror	2019	Distribución de la renta P80/P20	2.6		
Teror	2018	Distribución de la renta P80/P20	2.7		
Teror	2017	Distribución de la renta P80/P20	2.9		
Teror	2016	Distribución de la renta P80/P20	2.8		
Teror	2015	Distribución de la renta P80/P20	2.7		
Valsequillo de Gran Canaria	2023	Índice de Gini	28.4		
Valsequillo de Gran Canaria	2022	Índice de Gini	29.6		
Valsequillo de Gran Canaria	2021	Índice de Gini	29.5		
Valsequillo de Gran Canaria	2020	Índice de Gini	29.6		
Valsequillo de Gran Canaria	2019	Índice de Gini	29.6		
Valsequillo de Gran Canaria	2018	Índice de Gini	30.1		
Valsequillo de Gran Canaria	2017	Índice de Gini	31.3		
Valsequillo de Gran Canaria	2016	Índice de Gini	32		
Valsequillo de Gran Canaria	2015	Índice de Gini	32.5		
Valsequillo de Gran Canaria	2023	Distribución de la renta P80/P20	2.4		
Valsequillo de Gran Canaria	2022	Distribución de la renta P80/P20	2.6		
Valsequillo de Gran Canaria	2021	Distribución de la renta P80/P20	2.6		
Valsequillo de Gran Canaria	2020	Distribución de la renta P80/P20	2.5		
Valsequillo de Gran Canaria	2019	Distribución de la renta P80/P20	2.4		
Valsequillo de Gran Canaria	2018	Distribución de la renta P80/P20	2.5		
Valsequillo de Gran Canaria	2017	Distribución de la renta P80/P20	2.6		
Valsequillo de Gran Canaria	2016	Distribución de la renta P80/P20	2.7		
Valsequillo de Gran Canaria	2015	Distribución de la renta P80/P20	2.7		
Valleseco	2023	Índice de Gini	27.9		
Valleseco	2022	Índice de Gini	28.6		
Valleseco	2021	Índice de Gini	28.9		
Valleseco	2020	Índice de Gini	28.7		
Valleseco	2019	Índice de Gini	29.3		
Valleseco	2018	Índice de Gini	30.1		
Valleseco	2017	Índice de Gini	31.2		
Valleseco	2016	Índice de Gini	31.8		
Valleseco	2015	Índice de Gini	31.2		
Valleseco	2023	Distribución de la renta P80/P20	2.3		
Valleseco	2022	Distribución de la renta P80/P20	2.4		
Valleseco	2021	Distribución de la renta P80/P20	2.5		
Valleseco	2020	Distribución de la renta P80/P20	2.3		
Valleseco	2019	Distribución de la renta P80/P20	2.4		
Valleseco	2018	Distribución de la renta P80/P20	2.6		
Valleseco	2017	Distribución de la renta P80/P20	2.7		
Valleseco	2016	Distribución de la renta P80/P20	2.6		
Valleseco	2015	Distribución de la renta P80/P20	2.7		
Vega de San Mateo	2023	Índice de Gini	29.2		
Vega de San Mateo	2022	Índice de Gini	30.6		
Vega de San Mateo	2021	Índice de Gini	31		
Vega de San Mateo	2020	Índice de Gini	31.2		
Vega de San Mateo	2019	Índice de Gini	31		
Vega de San Mateo	2018	Índice de Gini	32		
Vega de San Mateo	2017	Índice de Gini	31.8		
Vega de San Mateo	2016	Índice de Gini	33.6		
Vega de San Mateo	2015	Índice de Gini	33.4		
Vega de San Mateo	2023	Distribución de la renta P80/P20	2.4		
Vega de San Mateo	2022	Distribución de la renta P80/P20	2.6		
Vega de San Mateo	2021	Distribución de la renta P80/P20	2.5		
Vega de San Mateo	2020	Distribución de la renta P80/P20	2.6		
Vega de San Mateo	2019	Distribución de la renta P80/P20	2.6		
Vega de San Mateo	2018	Distribución de la renta P80/P20	2.7		
Vega de San Mateo	2017	Distribución de la renta P80/P20	2.8		
Vega de San Mateo	2016	Distribución de la renta P80/P20	3		
Vega de San Mateo	2015	Distribución de la renta P80/P20	2.9		
Santa Cruz de Tenerife	2023	Índice de Gini	32.1		
Santa Cruz de Tenerife	2022	Índice de Gini	32.9		
Santa Cruz de Tenerife	2021	Índice de Gini	33.6		
Santa Cruz de Tenerife	2020	Índice de Gini	34.2		
Santa Cruz de Tenerife	2019	Índice de Gini	33.8		
Santa Cruz de Tenerife	2018	Índice de Gini	34.7		
Santa Cruz de Tenerife	2017	Índice de Gini	35.1		
Santa Cruz de Tenerife	2016	Índice de Gini	36.5		
Santa Cruz de Tenerife	2015	Índice de Gini	36.8		
Santa Cruz de Tenerife	2023	Distribución de la renta P80/P20	2.7		
Santa Cruz de Tenerife	2022	Distribución de la renta P80/P20	2.7		
Santa Cruz de Tenerife	2021	Distribución de la renta P80/P20	2.9		
Santa Cruz de Tenerife	2020	Distribución de la renta P80/P20	2.8		
Santa Cruz de Tenerife	2019	Distribución de la renta P80/P20	2.8		
Santa Cruz de Tenerife	2018	Distribución de la renta P80/P20	3		
Santa Cruz de Tenerife	2017	Distribución de la renta P80/P20	2.8		
Santa Cruz de Tenerife	2016	Distribución de la renta P80/P20	3.4		
Santa Cruz de Tenerife	2015	Distribución de la renta P80/P20	3.4		
Tenerife	2023	Índice de Gini	32		
Tenerife	2022	Índice de Gini	32.9		
Tenerife	2021	Índice de Gini	33.8		
Tenerife	2020	Índice de Gini	34.4		
Tenerife	2019	Índice de Gini	33.9		
Tenerife	2018	Índice de Gini	34.8		
Tenerife	2017	Índice de Gini	35.2		
Tenerife	2016	Índice de Gini	36.7		
Tenerife	2015	Índice de Gini	36.9		
Tenerife	2023	Distribución de la renta P80/P20	2.7		
Tenerife	2022	Distribución de la renta P80/P20	2.7		
Tenerife	2021	Distribución de la renta P80/P20	2.9		
Tenerife	2020	Distribución de la renta P80/P20	2.8		
Tenerife	2019	Distribución de la renta P80/P20	2.8		
Tenerife	2018	Distribución de la renta P80/P20	3		
Tenerife	2017	Distribución de la renta P80/P20	3.1		
Tenerife	2016	Distribución de la renta P80/P20	3.4		
Tenerife	2015	Distribución de la renta P80/P20	3.4		
Adeje	2023	Índice de Gini	33.9		
Adeje	2022	Índice de Gini	34.8		
Adeje	2021	Índice de Gini	35.9		
Adeje	2020	Índice de Gini	35.8		
Adeje	2019	Índice de Gini	34.9		
Adeje	2018	Índice de Gini	35.6		
Adeje	2017	Índice de Gini	36		
Adeje	2016	Índice de Gini	38		
Adeje	2015	Índice de Gini	37.7		
Adeje	2023	Distribución de la renta P80/P20	2.8		
Adeje	2022	Distribución de la renta P80/P20	2.8		
Adeje	2021	Distribución de la renta P80/P20	3		
Adeje	2020	Distribución de la renta P80/P20	3.1		
Adeje	2019	Distribución de la renta P80/P20	3.1		
Adeje	2018	Distribución de la renta P80/P20	3		
Adeje	2017	Distribución de la renta P80/P20	3.2		
Adeje	2016	Distribución de la renta P80/P20	3.4		
Adeje	2015	Distribución de la renta P80/P20	3.4		
Arafo	2023	Índice de Gini	28.2		
Arafo	2022	Índice de Gini	29.2		
Arafo	2021	Índice de Gini	29.6		
Arafo	2020	Índice de Gini	31.4		
Arafo	2019	Índice de Gini	30.9		
Arafo	2018	Índice de Gini	31.8		
Arafo	2017	Índice de Gini	32.6		
Arafo	2016	Índice de Gini	34.4		
Arafo	2015	Índice de Gini	34.7		
Arafo	2023	Distribución de la renta P80/P20	2.4		
Arafo	2022	Distribución de la renta P80/P20	2.5		
Arafo	2021	Distribución de la renta P80/P20	2.6		
Arafo	2020	Distribución de la renta P80/P20	2.7		
Arafo	2019	Distribución de la renta P80/P20	2.7		
Arafo	2018	Distribución de la renta P80/P20	2.7		
Arafo	2017	Distribución de la renta P80/P20	2.8		
Arafo	2016	Distribución de la renta P80/P20	3.1		
Arafo	2015	Distribución de la renta P80/P20	3.1		
Arico	2023	Índice de Gini	29.4		
Arico	2022	Índice de Gini	30.3		
Arico	2021	Índice de Gini	31.3		
Arico	2020	Índice de Gini	31.2		
Arico	2019	Índice de Gini	30.5		
Arico	2018	Índice de Gini	31.3		
Arico	2017	Índice de Gini	31.5		
Arico	2016	Índice de Gini	33.7		
Arico	2015	Índice de Gini	32.8		
Arico	2023	Distribución de la renta P80/P20	2.6		
Arico	2022	Distribución de la renta P80/P20	2.6		
Arico	2021	Distribución de la renta P80/P20	2.7		
Arico	2020	Distribución de la renta P80/P20	2.8		
Arico	2019	Distribución de la renta P80/P20	2.6		
Arico	2018	Distribución de la renta P80/P20	2.7		
Arico	2017	Distribución de la renta P80/P20	2.6		
Arico	2016	Distribución de la renta P80/P20	3		
Arico	2015	Distribución de la renta P80/P20	2.7		
Arona	2023	Índice de Gini	31.9		
Arona	2022	Índice de Gini	32.6		
Arona	2021	Índice de Gini	34		
Arona	2020	Índice de Gini	33.9		
Arona	2019	Índice de Gini	32.9		
Arona	2018	Índice de Gini	34		
Arona	2017	Índice de Gini	34.4		
Arona	2016	Índice de Gini	37		
Arona	2015	Índice de Gini	36.6		
Arona	2023	Distribución de la renta P80/P20	2.8		
Arona	2022	Distribución de la renta P80/P20	2.9		
Arona	2021	Distribución de la renta P80/P20	2.8		
Arona	2020	Distribución de la renta P80/P20	3		
Arona	2019	Distribución de la renta P80/P20	2.9		
Arona	2018	Distribución de la renta P80/P20	3		
Arona	2017	Distribución de la renta P80/P20	2.9		
Arona	2016	Distribución de la renta P80/P20	3.6		
Arona	2015	Distribución de la renta P80/P20	3.6		
Buenavista del Norte	2023	Índice de Gini	26.7		
Buenavista del Norte	2022	Índice de Gini	27.6		
Buenavista del Norte	2021	Índice de Gini	27.8		
Buenavista del Norte	2020	Índice de Gini	27.4		
Buenavista del Norte	2019	Índice de Gini	27.9		
Buenavista del Norte	2018	Índice de Gini	29.4		
Buenavista del Norte	2017	Índice de Gini	28.5		
Buenavista del Norte	2016	Índice de Gini	29.4		
Buenavista del Norte	2015	Índice de Gini	30		
Buenavista del Norte	2023	Distribución de la renta P80/P20	2.1		
Buenavista del Norte	2022	Distribución de la renta P80/P20	2.2		
Buenavista del Norte	2021	Distribución de la renta P80/P20	2.2		
Buenavista del Norte	2020	Distribución de la renta P80/P20	2		
Buenavista del Norte	2019	Distribución de la renta P80/P20	2.3		
Buenavista del Norte	2018	Distribución de la renta P80/P20	2.4		
Buenavista del Norte	2017	Distribución de la renta P80/P20	2.3		
Buenavista del Norte	2016	Distribución de la renta P80/P20	2.5		
Buenavista del Norte	2015	Distribución de la renta P80/P20	2.4		
Candelaria	2023	Índice de Gini	30.1		
Candelaria	2022	Índice de Gini	30.5		
Candelaria	2021	Índice de Gini	31.2		
Candelaria	2020	Índice de Gini	32.3		
Candelaria	2019	Índice de Gini	32.1		
Candelaria	2018	Índice de Gini	32.7		
Candelaria	2017	Índice de Gini	33.4		
Candelaria	2016	Índice de Gini	34.7		
Candelaria	2015	Índice de Gini	35.1		
Candelaria	2023	Distribución de la renta P80/P20	2.5		
Candelaria	2022	Distribución de la renta P80/P20	2.7		
Candelaria	2021	Distribución de la renta P80/P20	2.7		
Candelaria	2020	Distribución de la renta P80/P20	2.9		
Candelaria	2019	Distribución de la renta P80/P20	2.8		
Candelaria	2018	Distribución de la renta P80/P20	2.9		
Candelaria	2017	Distribución de la renta P80/P20	3		
Candelaria	2016	Distribución de la renta P80/P20	3.2		
Candelaria	2015	Distribución de la renta P80/P20	3.1		
Fasnia	2023	Índice de Gini	29.5		
Fasnia	2022	Índice de Gini	29.8		
Fasnia	2021	Índice de Gini	30.7		
Fasnia	2020	Índice de Gini	30.9		
Fasnia	2019	Índice de Gini	30.7		
Fasnia	2018	Índice de Gini	30.6		
Fasnia	2017	Índice de Gini	31.3		
Fasnia	2016	Índice de Gini	31.7		
Fasnia	2015	Índice de Gini	31.5		
Fasnia	2023	Distribución de la renta P80/P20	2.7		
Fasnia	2022	Distribución de la renta P80/P20	2.6		
Fasnia	2021	Distribución de la renta P80/P20	2.6		
Fasnia	2020	Distribución de la renta P80/P20	2.8		
Fasnia	2019	Distribución de la renta P80/P20	2.8		
Fasnia	2018	Distribución de la renta P80/P20	2.5		
Fasnia	2017	Distribución de la renta P80/P20	2.7		
Fasnia	2016	Distribución de la renta P80/P20	2.6		
Fasnia	2015	Distribución de la renta P80/P20	2.8		
Garachico	2023	Índice de Gini	27.2		
Garachico	2022	Índice de Gini	28.4		
Garachico	2021	Índice de Gini	29.1		
Garachico	2020	Índice de Gini	29.1		
Garachico	2019	Índice de Gini	28.9		
Garachico	2018	Índice de Gini	29.6		
Garachico	2017	Índice de Gini	30.1		
Garachico	2016	Índice de Gini	30.7		
Garachico	2015	Índice de Gini	31.9		
Garachico	2023	Distribución de la renta P80/P20	2.2		
Garachico	2022	Distribución de la renta P80/P20	2.3		
Garachico	2021	Distribución de la renta P80/P20	2.3		
Garachico	2020	Distribución de la renta P80/P20	2.4		
Garachico	2019	Distribución de la renta P80/P20	2.2		
Garachico	2018	Distribución de la renta P80/P20	2.3		
Garachico	2017	Distribución de la renta P80/P20	2.4		
Garachico	2016	Distribución de la renta P80/P20	2.6		
Garachico	2015	Distribución de la renta P80/P20	2.6		
Granadilla de Abona	2023	Índice de Gini	29.5		
Granadilla de Abona	2022	Índice de Gini	30.8		
Granadilla de Abona	2021	Índice de Gini	32.2		
Granadilla de Abona	2020	Índice de Gini	31.9		
Granadilla de Abona	2019	Índice de Gini	31.2		
Granadilla de Abona	2018	Índice de Gini	31.6		
Granadilla de Abona	2017	Índice de Gini	32		
Granadilla de Abona	2016	Índice de Gini	34.1		
Granadilla de Abona	2015	Índice de Gini	34.2		
Granadilla de Abona	2023	Distribución de la renta P80/P20	2.5		
Granadilla de Abona	2022	Distribución de la renta P80/P20	2.5		
Granadilla de Abona	2021	Distribución de la renta P80/P20	2.7		
Granadilla de Abona	2020	Distribución de la renta P80/P20	2.5		
Granadilla de Abona	2019	Distribución de la renta P80/P20	2.7		
Granadilla de Abona	2018	Distribución de la renta P80/P20	2.6		
Granadilla de Abona	2017	Distribución de la renta P80/P20	2.7		
Granadilla de Abona	2016	Distribución de la renta P80/P20	2.9		
Granadilla de Abona	2015	Distribución de la renta P80/P20	2.9		
La Guancha	2023	Índice de Gini	26.8		
La Guancha	2022	Índice de Gini	26.8		
La Guancha	2021	Índice de Gini	26.9		
La Guancha	2020	Índice de Gini	27.4		
La Guancha	2019	Índice de Gini	27.6		
La Guancha	2018	Índice de Gini	28.4		
La Guancha	2017	Índice de Gini	28.2		
La Guancha	2016	Índice de Gini	29.6		
La Guancha	2015	Índice de Gini	29.9		
La Guancha	2023	Distribución de la renta P80/P20	2.2		
La Guancha	2022	Distribución de la renta P80/P20	2.2		
La Guancha	2021	Distribución de la renta P80/P20	2.1		
La Guancha	2020	Distribución de la renta P80/P20	2.2		
La Guancha	2019	Distribución de la renta P80/P20	2.2		
La Guancha	2018	Distribución de la renta P80/P20	2.3		
La Guancha	2017	Distribución de la renta P80/P20	2.3		
La Guancha	2016	Distribución de la renta P80/P20	2.3		
La Guancha	2015	Distribución de la renta P80/P20	2.5		
Guía de Isora	2023	Índice de Gini	26.4		
Guía de Isora	2022	Índice de Gini	27.7		
Guía de Isora	2021	Índice de Gini	28.5		
Guía de Isora	2020	Índice de Gini	28.8		
Guía de Isora	2019	Índice de Gini	28.6		
Guía de Isora	2018	Índice de Gini	29		
Guía de Isora	2017	Índice de Gini	29.2		
Guía de Isora	2016	Índice de Gini	31.3		
Guía de Isora	2015	Índice de Gini	30.8		
Guía de Isora	2023	Distribución de la renta P80/P20	2.2		
Guía de Isora	2022	Distribución de la renta P80/P20	2.3		
Guía de Isora	2021	Distribución de la renta P80/P20	2.4		
Guía de Isora	2020	Distribución de la renta P80/P20	2.3		
Guía de Isora	2019	Distribución de la renta P80/P20	2.4		
Guía de Isora	2018	Distribución de la renta P80/P20	2.3		
Guía de Isora	2017	Distribución de la renta P80/P20	2.4		
Guía de Isora	2016	Distribución de la renta P80/P20	2.5		
Guía de Isora	2015	Distribución de la renta P80/P20	2.5		
Güímar	2023	Índice de Gini	28.7		
Güímar	2022	Índice de Gini	29.3		
Güímar	2021	Índice de Gini	30.5		
Güímar	2020	Índice de Gini	30.7		
Güímar	2019	Índice de Gini	30.4		
Güímar	2018	Índice de Gini	30.9		
Güímar	2017	Índice de Gini	32		
Güímar	2016	Índice de Gini	32.9		
Güímar	2015	Índice de Gini	33.3		
Güímar	2023	Distribución de la renta P80/P20	2.5		
Güímar	2022	Distribución de la renta P80/P20	2.5		
Güímar	2021	Distribución de la renta P80/P20	2.7		
Güímar	2020	Distribución de la renta P80/P20	2.7		
Güímar	2019	Distribución de la renta P80/P20	2.5		
Güímar	2018	Distribución de la renta P80/P20	2.7		
Güímar	2017	Distribución de la renta P80/P20	2.7		
Güímar	2016	Distribución de la renta P80/P20	3		
Güímar	2015	Distribución de la renta P80/P20	2.8		
Icod de los Vinos	2023	Índice de Gini	29.3		
Icod de los Vinos	2022	Índice de Gini	30		
Icod de los Vinos	2021	Índice de Gini	29.8		
Icod de los Vinos	2020	Índice de Gini	30.6		
Icod de los Vinos	2019	Índice de Gini	30.3		
Icod de los Vinos	2018	Índice de Gini	31.4		
Icod de los Vinos	2017	Índice de Gini	31.3		
Icod de los Vinos	2016	Índice de Gini	33.1		
Icod de los Vinos	2015	Índice de Gini	32.9		
Icod de los Vinos	2023	Distribución de la renta P80/P20	2.3		
Icod de los Vinos	2022	Distribución de la renta P80/P20	2.4		
Icod de los Vinos	2021	Distribución de la renta P80/P20	2.4		
Icod de los Vinos	2020	Distribución de la renta P80/P20	2.5		
Icod de los Vinos	2019	Distribución de la renta P80/P20	2.5		
Icod de los Vinos	2018	Distribución de la renta P80/P20	2.6		
Icod de los Vinos	2017	Distribución de la renta P80/P20	2.5		
Icod de los Vinos	2016	Distribución de la renta P80/P20	2.8		
Icod de los Vinos	2015	Distribución de la renta P80/P20	2.6		
San Cristóbal de La Laguna	2023	Índice de Gini	31.9		
San Cristóbal de La Laguna	2022	Índice de Gini	32.8		
San Cristóbal de La Laguna	2021	Índice de Gini	33.3		
San Cristóbal de La Laguna	2020	Índice de Gini	34.2		
San Cristóbal de La Laguna	2019	Índice de Gini	34.2		
San Cristóbal de La Laguna	2018	Índice de Gini	34.9		
San Cristóbal de La Laguna	2017	Índice de Gini	35.2		
San Cristóbal de La Laguna	2016	Índice de Gini	36.3		
San Cristóbal de La Laguna	2015	Índice de Gini	36.7		
San Cristóbal de La Laguna	2023	Distribución de la renta P80/P20	2.7		
San Cristóbal de La Laguna	2022	Distribución de la renta P80/P20	2.9		
San Cristóbal de La Laguna	2021	Distribución de la renta P80/P20	3		
San Cristóbal de La Laguna	2020	Distribución de la renta P80/P20	3.1		
San Cristóbal de La Laguna	2019	Distribución de la renta P80/P20	3.1		
San Cristóbal de La Laguna	2018	Distribución de la renta P80/P20	3.2		
San Cristóbal de La Laguna	2017	Distribución de la renta P80/P20	3.1		
San Cristóbal de La Laguna	2016	Distribución de la renta P80/P20	3.3		
San Cristóbal de La Laguna	2015	Distribución de la renta P80/P20	3.2		
La Matanza de Acentejo	2023	Índice de Gini	28.2		
La Matanza de Acentejo	2022	Índice de Gini	29		
La Matanza de Acentejo	2021	Índice de Gini	29.5		
La Matanza de Acentejo	2020	Índice de Gini	30		
La Matanza de Acentejo	2019	Índice de Gini	30.6		
La Matanza de Acentejo	2018	Índice de Gini	31.1		
La Matanza de Acentejo	2017	Índice de Gini	31.6		
La Matanza de Acentejo	2016	Índice de Gini	33.1		
La Matanza de Acentejo	2015	Índice de Gini	33.7		
La Matanza de Acentejo	2023	Distribución de la renta P80/P20	2.3		
La Matanza de Acentejo	2022	Distribución de la renta P80/P20	2.5		
La Matanza de Acentejo	2021	Distribución de la renta P80/P20	2.4		
La Matanza de Acentejo	2020	Distribución de la renta P80/P20	2.6		
La Matanza de Acentejo	2019	Distribución de la renta P80/P20	2.6		
La Matanza de Acentejo	2018	Distribución de la renta P80/P20	2.7		
La Matanza de Acentejo	2017	Distribución de la renta P80/P20	2.5		
La Matanza de Acentejo	2016	Distribución de la renta P80/P20	3		
La Matanza de Acentejo	2015	Distribución de la renta P80/P20	2.9		
La Orotava	2023	Índice de Gini	28.6		
La Orotava	2022	Índice de Gini	29.6		
La Orotava	2021	Índice de Gini	30.3		
La Orotava	2020	Índice de Gini	30.7		
La Orotava	2019	Índice de Gini	30.7		
La Orotava	2018	Índice de Gini	31.4		
La Orotava	2017	Índice de Gini	31.9		
La Orotava	2016	Índice de Gini	33.3		
La Orotava	2015	Índice de Gini	34.2		
La Orotava	2023	Distribución de la renta P80/P20	2.3		
La Orotava	2022	Distribución de la renta P80/P20	2.5		
La Orotava	2021	Distribución de la renta P80/P20	2.4		
La Orotava	2020	Distribución de la renta P80/P20	2.6		
La Orotava	2019	Distribución de la renta P80/P20	2.6		
La Orotava	2018	Distribución de la renta P80/P20	2.5		
La Orotava	2017	Distribución de la renta P80/P20	2.5		
La Orotava	2016	Distribución de la renta P80/P20	2.7		
La Orotava	2015	Distribución de la renta P80/P20	3		
Puerto de la Cruz	2023	Índice de Gini	34.4		
Puerto de la Cruz	2022	Índice de Gini	34.9		
Puerto de la Cruz	2021	Índice de Gini	35		
Puerto de la Cruz	2020	Índice de Gini	35.9		
Puerto de la Cruz	2019	Índice de Gini	35.6		
Puerto de la Cruz	2018	Índice de Gini	36.2		
Puerto de la Cruz	2017	Índice de Gini	36.3		
Puerto de la Cruz	2016	Índice de Gini	38.1		
Puerto de la Cruz	2015	Índice de Gini	37.6		
Puerto de la Cruz	2023	Distribución de la renta P80/P20	2.9		
Puerto de la Cruz	2022	Distribución de la renta P80/P20	2.9		
Puerto de la Cruz	2021	Distribución de la renta P80/P20	2.9		
Puerto de la Cruz	2020	Distribución de la renta P80/P20	3.1		
Puerto de la Cruz	2019	Distribución de la renta P80/P20	3.1		
Puerto de la Cruz	2018	Distribución de la renta P80/P20	2.9		
Puerto de la Cruz	2017	Distribución de la renta P80/P20	3.1		
Puerto de la Cruz	2016	Distribución de la renta P80/P20	3.4		
Puerto de la Cruz	2015	Distribución de la renta P80/P20	3.4		
Los Realejos	2023	Índice de Gini	26.3		
